lat,lon
-62.98323,-60.561714
-62.98323,-60.561714
-65.24556,-64.257774
-65.24556,-64.257774
-65.24556,-64.257774
-60.743618,-44.732525
-60.743618,-44.732525
-62.59528,-59.920555
-62.59528,-59.920555
-62.59528,-59.920555
-63.39722,-56.99778
-62.95889,-60.63639
-62.95889,-60.63639
-64.770836,-64.06528
-64.770836,-64.06528
-62.95889,-60.63639
-64.770836,-64.06528
-62.95889,-60.63639
-64.770836,-64.06528
-62.102596,-57.69745
-62.95889,-60.63639
-62.95889,-60.63639
-62.102596,-57.69745
-61.238533,-54.81079
-61.238533,-54.81079
-62.666115,-60.968628
-62.666115,-60.968628
-62.981693,-60.56385
-62.666115,-60.968628
-61.172802,-55.088196
-61.172802,-55.088196
-61.172802,-55.088196
-63.860035,-56.744385
-63.7992,-57.28892
-63.196915,-57.307354
-63.196915,-57.307354
-63.196915,-57.307354
-61.128613,-55.095554
-62.65403,-60.61
-62.65403,-60.61
-65.1025,-64.05278
-64.71689,-62.870895
-64.71689,-62.870895
-62.59528,-59.920555
-62.59528,-59.920555
-62.59528,-59.920555
-64.49882,-62.858276
-64.82528,-63.49389
-64.82528,-63.49389
-64.81472,-63.49778
-64.68389,-62.623055
-64.73591,-62.594948
-64.89555,-62.870277
-65.0662,-64.01429
-65.0662,-64.01429
-65.0662,-64.01429
-62.98323,-60.561714
-62.98323,-60.561714
-64.84055,-62.52889
-64.519745,-62.796837
-64.11379,-61.01758
-64.11379,-61.01758
-60.28341,-65.56641
-60.46782,-61.867695
-62.752865,-59.93644
-64.780785,-63.47348
-64.424446,-62.954544
-62.8379,-60.130806
-64.84904,-62.973373
-64.78293,-63.055286
-64.78293,-63.055286
-62.102596,-57.69745
-61.238533,-54.81079
-62.95889,-60.63639
-62.95889,-60.63639
-64.770836,-64.06528
-64.770836,-64.06528
-65.40116,-64.07776
-65.40116,-64.07776
-65.40116,-64.07776
-62.99917,-60.555832
-64.815834,-63.509724
-64.88333,-62.866665
-64.88333,-62.866665
-64.88333,-62.866665
-63.52222,-56.905
-63.52222,-56.905
-64.538994,-57.20581
-62.59528,-59.920555
-62.595554,-59.90066
-62.595554,-59.90066
-62.28244,-59.074707
-64.825836,-63.50028
-64.68389,-62.623055
-64.825836,-63.50028
-64.825836,-63.50028
-62.400276,-59.78278
-62.400276,-59.78278
-64.68389,-62.623055
-62.95889,-60.63639
-62.95889,-60.63639
-63.52222,-56.905
-63.52222,-56.905
-64.69456,-62.971436
-61.128613,-55.095554
-61.128613,-55.095554
-62.465057,-60.784607
-62.465057,-60.784607
-62.65403,-60.61
-62.65403,-60.61
-62.65403,-60.61
-64.68389,-62.623055
-63.39037,-57.06333
-62.3,-59.45
-62.3,-59.45
-61.223,-55.157547
-61.223,-55.157547
-64.825836,-63.50028
-62.981125,-60.551147
-62.981125,-60.551147
-61.223,-55.157547
-61.223,-55.157547
-67.77319,-68.8855
-67.77319,-68.8855
-67.77319,-68.8855
-67.77319,-68.8855
-67.77319,-68.8855
-64.54957,-65.40625
-67.77319,-68.8855
-69.817215,-75.760864
-69.76047,-75.40718
-65.23944,-64.263054
-65.17486,-64.13676
-64.14416,-60.905457
-64.82528,-63.49389
-65.1025,-64.05278
-64.84055,-62.52889
-61.099304,-54.859444
-64.89555,-62.870277
-64.89555,-62.870277
-65.17486,-64.13676
-62.65403,-60.61
-63.902363,-60.791557
-63.458336,-56.211033
-63.937374,-61.398468
-63.52222,-56.905
-64.68389,-62.623055
-65.0662,-64.01429
-65.0662,-64.01429
-65.0662,-64.01429
-63.52222,-56.905
-62.65403,-60.61
-62.65403,-60.61
-60.56538,-49.438477
-62.98323,-60.561714
-62.98323,-60.561714
-62.59528,-59.920555
-65.1025,-64.05278
-64.84055,-62.52889
-65.17486,-64.13676
-65.17486,-64.13676
-64.82528,-63.49389
-65.17486,-64.13676
-64.82528,-63.49389
-62.59528,-59.920555
-62.406387,-59.74917
-62.406387,-59.74917
-62.59528,-59.920555
-63.902363,-60.791557
-63.902363,-60.791557
-65.17486,-64.13676
-62.406387,-59.74917
-62.406387,-59.74917
-65.17486,-64.13676
-64.84055,-62.52889
-64.84055,-62.52889
-66.870834,-66.78667
-65.0662,-64.01429
-62.65403,-60.61
-65.0662,-64.01429
-62.65403,-60.61
-62.65403,-60.61
-64.68389,-62.623055
-64.81472,-63.49778
-64.89555,-62.870277
-65.0662,-64.01429
-65.0662,-64.01429
-65.16948,-64.13956
-65.16948,-64.13956
-62.400276,-59.78278
-62.400276,-59.78278
-64.88333,-62.866665
-60.28341,-65.56641
-60.28341,-65.56641
-63.626743,-55.898438
-62.420902,-59.63379
-62.965214,-60.534668
-62.420902,-59.63379
-62.466805,-60.78392
-62.466805,-60.78392
-62.466805,-60.78392
-62.466805,-60.78392
-62.466805,-60.78392
-62.466805,-60.78392
-62.466805,-60.78392
-62.466805,-60.78392
-62.466805,-60.78392
-62.466805,-60.78392
-62.645473,-60.581097
-62.645473,-60.581097
-62.645473,-60.581097
-64.68389,-62.623055
-62.13028,-58.42917
-64.825836,-63.50028
-62.920235,-60.658264
-62.59528,-59.920555
-62.59528,-59.920555
-62.59528,-59.920555
-64.895,-62.87
-64.84055,-62.52889
-64.84055,-62.52889
-65.17486,-64.13676
-65.17486,-64.13676
-64.84055,-62.52889
-65.07528,-63.950558
-64.654655,-62.15337
-64.654655,-62.15337
-64.803375,-63.13156
-65.166664,-64.166664
-64.825836,-63.50028
-65.166664,-64.166664
-64.825836,-63.50028
-65.166664,-64.166664
-64.62666,-62.554443
-64.62666,-62.554443
-62.59528,-59.920555
-62.59528,-59.920555
-65.17486,-64.13676
-65.17486,-64.13676
-62.98323,-60.561714
-62.98323,-60.561714
-64.84055,-62.52889
-61.21493,-62.916275
-61.61881,-62.77002
-64.84055,-62.52889
-64.77861,-63.357224
-64.63556,-62.252285
-64.63556,-62.252285
-64.63556,-62.252285
-61.89876,-62.66668
-64.84055,-62.52889
-64.84055,-62.52889
-64.84055,-62.52889
-67.7183,-67.74
-64.825836,-63.50028
-67.7183,-67.74
-68.1833,-67
-64.8333,-62.55
-64.7417,-62.6167
-64.7417,-62.6167
-64.8167,-62.8833
-66.02,-65.345
-62.575,-59.8667
-62.575,-59.8667
-63.39722,-56.99778
-62.159794,-58.473236
-62.159794,-58.473236
-62.159794,-58.473236
-63.58005,-55.788147
-63.58005,-55.788147
-69.1101,-76.454636
-69.86592,-75.76664
-67.7502,-68.42004
-69.7549,-75.5216
-67.56959,-68.12615
-69.7549,-75.5216
-67.77319,-68.8855
-62.07541,-59.48037
-63.08249,-59.37272
-63.08249,-59.37272
-67.76372,-68.899315
-62.400276,-59.78278
-62.400276,-59.78278
-62.400276,-59.78278
-62.98323,-60.561714
-62.359592,-59.295834
-62.59528,-59.920555
-62.966667,-60.50611
-62.966667,-60.50611
-62.59528,-59.920555
-63.01494,-57.109554
-61.099304,-54.859444
-61.099304,-54.859444
-61.099304,-54.859444
-62.525833,-59.768612
-62.525833,-59.768612
-63.52222,-56.905
-63.52222,-56.905
-62.98323,-60.561714
-62.98323,-60.561714
-62.359592,-59.295834
-62.966667,-60.50611
-62.59528,-59.920555
-64.41901,-62.19225
-62.71389,-62.1909
-64.6298,-62.24046
-64.41901,-62.19225
-64.41901,-62.19225
-64.770836,-64.06528
-64.28023,-61.91919
-64.770836,-64.06528
-64.85289,-63.879066
-64.10152,-61.812206
-63.368156,-61.580067
-64.6298,-62.24046
-64.28023,-61.91919
-64.6298,-62.24046
-62.9936,-61.896606
-63.159817,-61.724594
-64.77417,-64.05333
-64.77417,-64.05333
-64.77417,-64.05333
-64.83135,-62.65668
-64.83135,-62.65668
-64.83135,-62.65668
-64.694046,-62.25259
-64.70167,-62.599167
-64.154526,-60.920498
-64.53747,-63.146603
-64.53747,-63.146603
-64.154526,-60.920498
-64.154526,-60.920498
-64.53747,-63.146603
-64.814095,-63.50778
-64.89577,-62.870228
-65.092293,-64
-63.495574,-55.707309
-68.348239,-67.022191
-67.64209,-67.426974
-61.083167,-55
-61.161339,-54.897045
-62.413417,-59.770083
-64.834219,-62.603259
-62.212774,-58.933953
-67.966543,-67.401516
-64.823885,-62.856914
-64.907575,-62.897484
-64.823885,-62.856914
-65.175468,-64.135365
-64.642194,-62.554321
-62.649637,-60.60698
-64.843187,-62.52766
-61.858927,-57.997631
-63.548468,-55.668273
-63.35833,-56.706462
-63.575436,-59.839048
-62.477092,-60.516149
-62.6,-60.5
-65.00857,-64.127359
-65.150498,-64.10472
-64.825067,-63.494239
-65.166667,-64.166667
-62.972937,-60.519319
-63.857221,-57.35679
-63.51412,-55.651607
-65.157037,-64.072442
-68.294219,-67.0625
-61.866051,-58.009991
-62.413417,-59.770083
-64.823885,-62.856914
-64.846914,-63.480377
-62.659342,-60.759952
-65.075571,-64.033314
-62.649637,-60.60698
-62.298622,-58.880631
-62.212774,-58.933953
-62.201619,-58.742523
-62.413417,-59.770083
-65.245957,-64.019829
-62.469187,-59.796273
-64.87973,-62.584032
-64.687186,-62.622492
-64.825067,-63.494239
-64.686246,-63.340291
-61.128029,-54.935392
-62.471724,-59.985352
-64.15658,-60.887478
-63.90125,-60.798557
-64.8376,-62.58362
-63.90125,-60.798557
-62.35,-59.783333
-62.59528,-59.920555
-65.177536,-64.10441
-63.052834,-60.55338
-64.68389,-62.623055
-64.84055,-62.52889
-64.68389,-62.623055
-66.01667,-65.45
-65.05,-63.908333
-62.951942,-60.646667
-64.82694,-63.493057
-64.15658,-60.887478
-64.15658,-60.887478
-62.951942,-60.646667
-62.951942,-60.646667
-65.10269,-64.05315
-62.416668,-59.7
-62.400276,-59.78278
-65.10269,-64.05315
-62.400276,-59.78278
-64.15658,-60.887478
-61.2153,-45.624027
-61.2153,-45.624027
