,Unnamed: 0,City,Candidate (HTML),Status,Reason,Ordre,Libellé de la liste,Code nuance de liste,Numéro de panneau,Code circonscription,Code département,Libellé département,Code commune,Libellé commune,% Voix/exprimés,Libellé de liste,Code commune str,% Voix/exprimés str,population,latitude_centre,longitude_centre,dep_nom,reg_nom,nom_standard,superficie_km2,densite
60,60,Colmar,Nathalie Baronnet,Found,Match successful.,10.0,"VIVRE COLMAR CONSTRUISONS UNE VILLE VERTE, DYNAMIQUE ET SOLIDAIRE",LUG,1.0,68066,68.0,Haut-Rhin,68066.0,Colmar,"12,60%","VIVRE COLMAR CONSTRUISONS UNE VILLE VERTE, DYNAMIQUE ET SOLIDAIRE",68066,12.6,67730.0,48.11,7.385,Haut-Rhin,Grand Est,Colmar,66.0,1019.0
61,61,Colmar,Fabien Eymas,Found,Match successful.,3.0,"VIVRE COLMAR CONSTRUISONS UNE VILLE VERTE, DYNAMIQUE ET SOLIDAIRE",LUG,1.0,68066,68.0,Haut-Rhin,68066.0,Colmar,"12,60%","VIVRE COLMAR CONSTRUISONS UNE VILLE VERTE, DYNAMIQUE ET SOLIDAIRE",68066,12.6,67730.0,48.11,7.385,Haut-Rhin,Grand Est,Colmar,66.0,1019.0
62,62,Digne-les-Bains,Benjamin Perrot,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
63,63,Dijon,Jordane Gallois,Found,Match successful.,18.0,Dijon. écologique sociale attractive,LSOC,8.0,21231,21.0,Côte-d'Or,21231.0,Dijon,"39,13%",Dijon. écologique sociale attractive,21231,39.13,159346.0,47.323,5.038,Côte-d'Or,Bourgogne-Franche-Comté,Dijon,42.0,3831.0
64,64,Douai,Jean-Christophe Leclercq,Found,Match successful.,9.0,DOUAI TOUJOURS !,LUG,8.0,59178,59.0,Nord,59178.0,Douai,"26,13%",DOUAI TOUJOURS !,59178,26.13,39648.0,50.382,3.092,Nord,Hauts-de-France,Douai,17.0,2343.0
65,65,Dunkerque,Ludovic PEERS,Found,Match successful.,41.0,Patrice Vergriete Bien vivre à Dunkerque,LDVC,3.0,59183,59.0,Nord,59183.0,Dunkerque,"64,47%",Patrice Vergriete Bien vivre à Dunkerque,59183,64.47,86788.0,51.031,2.338,Nord,Hauts-de-France,Dunkerque,43.0,2020.0
66,66,Grenoble,Romain Gentil,Found,Match successful.,1.0,GRENOBLE CAPITALE CITOYENNE,LDVG,6.0,38185,38.0,Isère,38185.0,Grenoble,"10,00%",GRENOBLE CAPITALE CITOYENNE,38185,10.0,157477.0,45.182,5.721,Isère,Auvergne-Rhône-Alpes,Grenoble,19.0,8485.0
67,67,Grenoble,Barbara Schuman,Found,Match successful.,4.0,GRENOBLE CAPITALE CITOYENNE,LDVG,6.0,38185,38.0,Isère,38185.0,Grenoble,"10,00%",GRENOBLE CAPITALE CITOYENNE,38185,10.0,157477.0,45.182,5.721,Isère,Auvergne-Rhône-Alpes,Grenoble,19.0,8485.0
68,68,Hyères,Madeleine Barba,Found,Match successful.,40.0,HYERES AVENIR,LDVG,6.0,83069,83.0,Var,83069.0,Hyères,"15,93%",HYERES AVENIR,83069,15.93,55103.0,43.102,6.189,Var,Provence-Alpes-Côte d'Azur,Hyères,134.0,413.0
69,69,Hyères,Pascal Colin,Found,Match successful.,5.0,HYERES AVENIR,LDVG,6.0,83069,83.0,Var,83069.0,Hyères,"15,93%",HYERES AVENIR,83069,15.93,55103.0,43.102,6.189,Var,Provence-Alpes-Côte d'Azur,Hyères,134.0,413.0
70,70,Issy-Les-Moulineaux,Françoise Briand,Found,Match successful.,4.0,Issy écologique et sociale,LDVG,4.0,92040,92.0,Hauts-de-Seine,92040.0,Issy-les-Moulineaux,"21,72%",Issy écologique et sociale,92040,21.72,68580.0,48.824,2.264,Hauts-de-Seine,Île-de-France,Issy-les-Moulineaux,4.0,16175.0
71,71,Issy-Les-Moulineaux,Jérémie Caffin,Found,Match successful.,15.0,Issy écologique et sociale,LDVG,4.0,92040,92.0,Hauts-de-Seine,92040.0,Issy-les-Moulineaux,"21,72%",Issy écologique et sociale,92040,21.72,68580.0,48.824,2.264,Hauts-de-Seine,Île-de-France,Issy-les-Moulineaux,4.0,16175.0
72,72,Ivry-sur-Seine,Nathalie BARTHES-LHAYANI,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
73,73,La Roche-sur-Yon,Hortense Chevalier,Found,Match successful.,20.0,POUR La Roche,LDVG,1.0,85191,85.0,Vendée,85191.0,La Roche-sur-Yon,"46,27%",POUR La Roche,85191,46.27,54952.0,46.668,-1.408,Vendée,Pays de la Loire,La Roche-sur-Yon,88.0,626.0
74,74,La Rochelle,Christophe Bertaud,Found,Match successful.,5.0,GÉNÉRATIONS LA ROCHELLE AVEC THIBAUT GUIRAUD,LDVG,3.0,17300,17.0,Charente-Maritime,17300.0,La Rochelle,"15,64%",GÉNÉRATIONS LA ROCHELLE AVEC THIBAUT GUIRAUD,17300,15.64,78535.0,46.162,-1.175,Charente-Maritime,Nouvelle-Aquitaine,La Rochelle,32.0,2479.0
75,75,La Rochelle,Nathalie Deau,Found,Match successful.,14.0,POUR LES ROCHELAISES ET LES ROCHELAIS,LDVG,2.0,17300,17.0,Charente-Maritime,17300.0,La Rochelle,"33,12%",POUR LES ROCHELAISES ET LES ROCHELAIS,17300,33.12,78535.0,46.162,-1.175,Charente-Maritime,Nouvelle-Aquitaine,La Rochelle,32.0,2479.0
76,76,La-Seyne-sur-Mer,Marie Marchandise,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
77,77,La-Seyne-sur-Mer,Jean-Jacques Bodevin,Found,Match successful.,3.0,"LA SEYNE, VILLE DES POSSIBLES",LDVG,4.0,83126,83.0,Var,83126.0,La Seyne-sur-Mer,"8,63%","LA SEYNE, VILLE DES POSSIBLES",83126,8.63,62763.0,43.088,5.871,Var,Provence-Alpes-Côte d'Azur,La Seyne-sur-Mer,24.0,2664.0
78,78,Lannion,Alain Cordesse,Found,Match successful.,5.0,Lannion Ville écologique et solidaire,LUG,1.0,22113,22.0,Côtes-d'Armor,22113.0,Lannion,"43,87%",Lannion Ville écologique et solidaire,22113,43.87,20344.0,48.743,-3.462,Côtes-d'Armor,Bretagne,Lannion,48.0,425.0
79,79,Laval,Louison Gablin,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
80,80,Laval,Agnès CAMARENA,Found,Match successful.,10.0,Laval à venir,LUG,3.0,53130,53.0,Mayenne,53130.0,Laval,"54,49%",Laval à venir,53130,54.49,49657.0,48.061,-0.766,Mayenne,Pays de la Loire,Laval,34.0,1447.0
81,81,Le Mans,Catherine Leturque,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
82,82,Le Mans,Éric Emmanuel,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
83,83,Les sables d’Olone,Marion GUERIN,Manually,The city does not exist in the Circonscription column.,3.0,RESPONSABLES,LUG,5.0,85194,85.0,Vendée,85194.0,Les Sables-d'Olonne,"17,49%",RESPONSABLES,85194,17.49,48402.0,46.501,-1.793,Vendée,Pays de la Loire,Les Sables-d'Olonne,9.0,5563.0
84,84,Le Tampon,Jean-Eudes DALLOU,Found,Match successful.,21.0,"NOUT VOIX, NOUT L'AVENIR !",LUG,5.0,97422,974.0,La Réunion,97422.0,Le Tampon,"28,95%","NOUT VOIX, NOUT L'AVENIR !",97422,28.95,81943.0,-21.223,55.558,La Réunion,La Réunion,Le Tampon,181.0,453.0
85,85,Levallois-Perret,Danièle ZELIC,Found,Match successful.,2.0,Levallois en Commun,LUG,3.0,92044,92.0,Hauts-de-Seine,92044.0,Levallois-Perret,"11,68%",Levallois en Commun,92044,11.68,68009.0,48.895,2.287,Hauts-de-Seine,Île-de-France,Levallois-Perret,2.0,28220.0
86,86,Lille,Julien Pilette,Found,Match successful.,9.0,TOUT POUR LILLE,LUG,1.0,59350,59.0,Nord,59350.0,Lille,"26,26%",TOUT POUR LILLE,59350,26.26,236710.0,50.632,3.048,Nord,Hauts-de-France,Lille,35.0,6765.0
87,87,Limoges,Jean-Luc Marissal,Found,Match successful.,13.0,POUR LIMOGES THIERRY MIGUEL,LUG,2.0,87085,87.0,Haute-Vienne,87085.0,Limoges,"16,92%",POUR LIMOGES THIERRY MIGUEL,87085,16.92,129760.0,45.854,1.249,Haute-Vienne,Nouvelle-Aquitaine,Limoges,80.0,1628.0
88,88,Lorient,Françoise Plumer Schreiber,Found,Match successful.,15.0,Lorient ensemble avec Gaëlle Le Stradic,LDVG,2.0,56121,56.0,Morbihan,56121.0,Lorient,"19,03%",Lorient ensemble avec Gaëlle Le Stradic,56121,19.03,57846.0,47.75,-3.378,Morbihan,Bretagne,Lorient,15.0,3901.0
89,89,Lorient,Stevan Le Ruyet,Found,Match successful.,2.0,Lorient ensemble avec Gaëlle Le Stradic,LDVG,2.0,56121,56.0,Morbihan,56121.0,Lorient,"19,03%",Lorient ensemble avec Gaëlle Le Stradic,56121,19.03,57846.0,47.75,-3.378,Morbihan,Bretagne,Lorient,15.0,3901.0
90,90,Lyon,Lisa Gauthier,Found,Match successful.,10.0,"POUR VIVRE LYON, L'UNION DE LA GAUCHE ET DES ECOLOGISTES AVEC GREGORY DOUCET",LUG,1.0,69123,69.0,Rhône,69123.0,Lyon,"37,36%","POUR VIVRE LYON, L'UNION DE LA GAUCHE ET DES ECOLOGISTES AVEC GREGORY DOUCET",69123,37.36,522250.0,,,Rhône,Auvergne-Rhône-Alpes,Lyon,48.0,10903.0
91,91,LyonMétropole,Jonathan Bocquet,City Not Found,The city does not exist in the Circonscription column.,,,,,0,,,,,,,,,,,,,,,,
92,92,LyonMétropole,François Journy,City Not Found,The city does not exist in the Circonscription column.,,,,,0,,,,,,,,,,,,,,,,
93,93,Lyon Métropole(BRON-CHASSIEU-MIONS et SAINT-PRIEST),Pierre COURBIS,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
94,94,Marseille,Pascaline Lécorché,Found,Match successful.,12.0,"POUR MARSEILLE, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLES",LUG,3.0,13055,13.0,Bouches-du-Rhône,13055.0,Marseille,"36,70%","POUR MARSEILLE, LA GAUCHE, LES ECOLOGISTES ET LES CITOYENS RASSEMBLES",13055,36.7,873076.0,,,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Marseille,241.0,3629.0
95,95,Marseille,Sébastien Lebret,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
96,96,Massy,Christian CHAPTAL,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
97,97,Meaux,Valentine Rousseau,Found,Match successful.,1.0,MEAUX AUTREMENT,LUG,3.0,77284,77.0,Seine-et-Marne,77284.0,Meaux,"9,73%",MEAUX AUTREMENT,77284,9.73,55616.0,48.957,2.9,Seine-et-Marne,Île-de-France,Meaux,15.0,3652.0
98,98,Meaux,Sébastien Bost,Found,Match successful.,12.0,MEAUX AUTREMENT,LUG,3.0,77284,77.0,Seine-et-Marne,77284.0,Meaux,"9,73%",MEAUX AUTREMENT,77284,9.73,55616.0,48.957,2.9,Seine-et-Marne,Île-de-France,Meaux,15.0,3652.0
99,99,Mérignac,Stéphane Brunel,Found,Match successful.,15.0,"ENSEMBLE, NOUS SOMMES MERIGNAC",LUG,5.0,33281,33.0,Gironde,33281.0,Mérignac,"51,77%","ENSEMBLE, NOUS SOMMES MERIGNAC",33281,51.77,75729.0,44.832,-0.682,Gironde,Nouvelle-Aquitaine,Mérignac,48.0,1583.0
100,100,Metz,Xavier Bouvet,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
101,101,Meudon,Blandine Cornevin,Found,Match successful.,2.0,Meudon autrement,LUG,1.0,92048,92.0,Hauts-de-Seine,92048.0,Meudon,"23,74%",Meudon autrement,92048,23.74,46342.0,48.804,2.227,Hauts-de-Seine,Île-de-France,Meudon,10.0,4657.0
102,102,Meudon,Cyril Blesson,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
103,103,Mont-de-Marsan,Jean-François Cabannes,Found,Match successful.,9.0,MONT-DE-MARSAN AUTREMENT,LUG,4.0,40192,40.0,Landes,40192.0,Mont-de-Marsan,"29,72%",MONT-DE-MARSAN AUTREMENT,40192,29.72,30674.0,43.899,-0.491,Landes,Nouvelle-Aquitaine,Mont-de-Marsan,37.0,838.0
104,104,Montauban,Thérèse Bouche,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
105,105,Montauban,Michel Cappelletti,Found,Match successful.,9.0,VIVRE MONTAUBAN,LUG,1.0,82121,82.0,Tarn-et-Garonne,82121.0,Montauban,"21,91%",VIVRE MONTAUBAN,82121,21.91,61919.0,44.022,1.364,Tarn-et-Garonne,Occitanie,Montauban,136.0,456.0
106,106,Montélimar,Nadia Guétari,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
107,107,Montélimar,Jérome Lauzel,Found,Match successful.,1.0,Montélimar en commun,LDVG,3.0,26198,26.0,Drôme,26198.0,Montélimar,"3,76%",Montélimar en commun,26198,3.76,40399.0,44.554,4.749,Drôme,Auvergne-Rhône-Alpes,Montélimar,46.0,871.0
108,108,Montpellier,Christophe Bourdin,Found,Match successful.,23.0,DEMAIN MONTPELLIER,LUG,1.0,34172,34.0,Hérault,34172.0,Montpellier,"33,41%",DEMAIN MONTPELLIER,34172,33.41,302454.0,43.613,3.868,Hérault,Occitanie,Montpellier,57.0,5296.0
109,109,Montpellier,Virginie Chambard,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
110,110,Montreuil,Antonin Fourcade,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
111,111,Montrouge,Anne Belheur,Found,Match successful.,6.0,MONTROUGE AUTREMENT,LUG,4.0,92049,92.0,Hauts-de-Seine,92049.0,Montrouge,"19,19%",MONTROUGE AUTREMENT,92049,19.19,47657.0,48.815,2.316,Hauts-de-Seine,Île-de-France,Montrouge,2.0,23023.0
112,112,Montrouge,Fabien Chevalier,Found,Match successful.,9.0,MONTROUGE AUTREMENT,LUG,4.0,92049,92.0,Hauts-de-Seine,92049.0,Montrouge,"19,19%",MONTROUGE AUTREMENT,92049,19.19,47657.0,48.815,2.316,Hauts-de-Seine,Île-de-France,Montrouge,2.0,23023.0
113,113,Nantes,Marc Letourneux,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
114,114,Narbonne,Benoit Vandaele,Found,Match successful.,15.0,NARBONNE en GRAND,LDVG,1.0,11262,11.0,Aude,11262.0,Narbonne,"17,25%",NARBONNE en GRAND,11262,17.25,56395.0,43.165,3.02,Aude,Occitanie,Narbonne,175.0,323.0
115,115,Nice,Aryele Vergara,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
116,116,Nice,Laurent Ciubini,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
117,117,Nîmes,Dominique Nuti,Found,Match successful.,15.0,Nîmes en commun,LUG,5.0,30189,30.0,Gard,30189.0,Nîmes,"30,05%",Nîmes en commun,30189,30.05,148104.0,43.845,4.348,Gard,Occitanie,Nîmes,161.0,919.0
118,118,Noisy-le-Grand,Robin Ruot,Found,Match successful.,9.0,A NOISY RESPIRONS,LUG,1.0,93051,93.0,Seine-Saint-Denis,93051.0,Noisy-le-Grand,"20,31%",A NOISY RESPIRONS,93051,20.31,70374.0,48.836,2.564,Seine-Saint-Denis,Île-de-France,Noisy-le-Grand,13.0,5397.0
119,119,Orléans,Victor Talbot,Found,Match successful.,15.0,RASSEMBLER ORLEANS - L'UNION DE LA GAUCHE ET DES ECOLOGISTES,LUG,5.0,45234,45.0,Loiret,45234.0,Orléans,"16,23%",RASSEMBLER ORLEANS - L'UNION DE LA GAUCHE ET DES ECOLOGISTES,45234,16.23,116617.0,47.883,1.916,Loiret,Centre-Val de Loire,Orléans,28.0,4230.0
120,120,Pantin,Cécile Dap,Found,Match successful.,28.0,PANTIN AU COEUR,LDVG,1.0,93055,93.0,Seine-Saint-Denis,93055.0,Pantin,"39,60%",PANTIN AU COEUR,93055,39.6,60800.0,48.898,2.409,Seine-Saint-Denis,Île-de-France,Pantin,5.0,12063.0
121,121,Pantin,Patrick Badard,Found,Match successful.,5.0,PANTIN AU COEUR,LDVG,1.0,93055,93.0,Seine-Saint-Denis,93055.0,Pantin,"39,60%",PANTIN AU COEUR,93055,39.6,60800.0,48.898,2.409,Seine-Saint-Denis,Île-de-France,Pantin,5.0,12063.0
122,122,Pau,Jean-François Maison,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
123,123,Pau,Anne-Marie Batcabe,Found,Match successful.,24.0,NOUVELLE ÈRE,LUG,4.0,64445,64.0,Pyrénées-Atlantiques,64445.0,Pau,"26,31%",NOUVELLE ÈRE,64445,26.31,77066.0,43.32,-0.35,Pyrénées-Atlantiques,Nouvelle-Aquitaine,Pau,32.0,2445.0
124,124,Pessac,Emmanuelle Daviaud,Found,Match successful.,14.0,PESSAC ENSEMBLE,LUG,2.0,33318,33.0,Gironde,33318.0,Pessac,"29,82%",PESSAC ENSEMBLE,33318,29.82,66760.0,44.792,-0.676,Gironde,Nouvelle-Aquitaine,Pessac,39.0,1728.0
125,125,Pessac,Jean-François Grezes,Found,Match successful.,7.0,PESSAC ENSEMBLE,LUG,2.0,33318,33.0,Gironde,33318.0,Pessac,"29,82%",PESSAC ENSEMBLE,33318,29.82,66760.0,44.792,-0.676,Gironde,Nouvelle-Aquitaine,Pessac,39.0,1728.0
126,126,Poitiers,Rebecca Charpentier,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
127,127,Poitiers,Benoit Tirant,Found,Match successful.,50.0,Poitiers collectif,LVEC,4.0,86194,86.0,Vienne,86194.0,Poitiers,"26,41%",Poitiers collectif,86194,26.41,90240.0,46.584,0.36,Vienne,Nouvelle-Aquitaine,Poitiers,42.0,2128.0
128,128,Quimper,Jérôme Hazart,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
129,129,Quimper,Carole Pourchez,Found,Match successful.,21.0,Quimper ensemble,LDVG,4.0,29232,29.0,Finistère,29232.0,Quimper,"46,69%",Quimper ensemble,29232,46.69,63642.0,47.997,-4.091,Finistère,Bretagne,Quimper,84.0,755.0
130,130,Reims,Elie Rosière,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
131,131,Rennes,Béatrice LEBOSSÉ,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
132,132,Rennes,Fabrice MARZIN,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
133,133,Rennes,Marie-Caroline NIVAIGNE,Found,Match successful.,53.0,RENNES SOLIDAIRE,LUG,3.0,35238,35.0,Ille-et-Vilaine,35238.0,Rennes,"34,53%",RENNES SOLIDAIRE,35238,34.53,225081.0,48.112,-1.682,Ille-et-Vilaine,Bretagne,Rennes,50.0,4470.0
134,134,Rennes,Raymond PAULET,Found,Match successful.,24.0,RENNES SOLIDAIRE,LUG,3.0,35238,35.0,Ille-et-Vilaine,35238.0,Rennes,"34,53%",RENNES SOLIDAIRE,35238,34.53,225081.0,48.112,-1.682,Ille-et-Vilaine,Bretagne,Rennes,50.0,4470.0
135,135,Roubaix,Arnaud Béchet,Found,Match successful.,29.0,AGIR AU COEUR DE ROUBAIX,LUG,6.0,59512,59.0,Nord,59512.0,Roubaix,"16,76%",AGIR AU COEUR DE ROUBAIX,59512,16.76,98892.0,50.688,3.183,Nord,Hauts-de-France,Roubaix,13.0,7475.0
136,136,Roubaix,Dominique Caelen,Found,Match successful.,22.0,AGIR AU COEUR DE ROUBAIX,LUG,6.0,59512,59.0,Nord,59512.0,Roubaix,"16,76%",AGIR AU COEUR DE ROUBAIX,59512,16.76,98892.0,50.688,3.183,Nord,Hauts-de-France,Roubaix,13.0,7475.0
137,137,Rouen,Annie Boulon-Fahmy,Found,Match successful.,24.0,Fiers de Rouen,LUG,4.0,76540,76.0,Seine-Maritime,76540.0,Rouen,"45,13%",Fiers de Rouen,76540,45.13,114083.0,49.441,1.093,Seine-Maritime,Normandie,Rouen,21.0,5326.0
138,138,Rouen,Yves Soret,Found,Match successful.,17.0,Fiers de Rouen,LUG,4.0,76540,76.0,Seine-Maritime,76540.0,Rouen,"45,13%",Fiers de Rouen,76540,45.13,114083.0,49.441,1.093,Seine-Maritime,Normandie,Rouen,21.0,5326.0
139,139,Saint-Brieuc,Hervé Guihard,Found,Match successful.,1.0,Vivre Saint-Brieuc,LUG,5.0,22278,22.0,Côtes-d'Armor,22278.0,Saint-Brieuc,"33,20%",Vivre Saint-Brieuc,22278,33.2,44224.0,48.515,-2.762,Côtes-d'Armor,Bretagne,Saint-Brieuc,19.0,2278.0
140,140,Saint-Brieuc,Florence PORTZER,Found,Match successful.,18.0,Vivre Saint-Brieuc,LUG,5.0,22278,22.0,Côtes-d'Armor,22278.0,Saint-Brieuc,"33,20%",Vivre Saint-Brieuc,22278,33.2,44224.0,48.515,-2.762,Côtes-d'Armor,Bretagne,Saint-Brieuc,19.0,2278.0
141,141,Saint-Denis,Alice RASCOUSSIER,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
142,142,Saint-Étienne,Annick Jehanne,Found,Match successful.,16.0,Rassembler Saint-Etienne,LSOC,5.0,42218,42.0,Loire,42218.0,Saint-Etienne,"29,16%",Rassembler Saint-Etienne,42218,29.16,172718.0,45.43,4.379,Loire,Auvergne-Rhône-Alpes,Saint-Étienne,80.0,2159.0
143,143,Saint-Herblain,Jocelyn Bureau,Found,Match successful.,21.0,ENSEMBLE POUR SAINT HERBLAIN,LUG,2.0,44162,44.0,Loire-Atlantique,44162.0,Saint-Herblain,"53,68%",ENSEMBLE POUR SAINT HERBLAIN,44162,53.68,49537.0,47.224,-1.634,Loire-Atlantique,Pays de la Loire,Saint-Herblain,30.0,1656.0
144,144,Saint-Malo,Pascal Duffy,Found,Match successful.,24.0,"Nouveau cap, cité audacieuse et participative",LDVG,2.0,35288,35.0,Ille-et-Vilaine,35288.0,Saint-Malo,"18,33%","Nouveau cap, cité audacieuse et participative",35288,18.33,47323.0,48.64,-1.981,Ille-et-Vilaine,Bretagne,Saint-Malo,37.0,1296.0
145,145,Saint-Malo,Armelle Prunier,Found,Match successful.,17.0,"Nouveau cap, cité audacieuse et participative",LDVG,2.0,35288,35.0,Ille-et-Vilaine,35288.0,Saint-Malo,"18,33%","Nouveau cap, cité audacieuse et participative",35288,18.33,47323.0,48.64,-1.981,Ille-et-Vilaine,Bretagne,Saint-Malo,37.0,1296.0
146,146,Saint-Maur-des-Fossés,Nathan DORGÈRE,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
147,147,Saint-Nazaire,Arnaud Payen,Found,Match successful.,41.0,"Saint-Nazaire fraternelle, responsable et créative",LDVG,3.0,44184,44.0,Loire-Atlantique,44184.0,Saint-Nazaire,"44,73%","Saint-Nazaire fraternelle, responsable et créative",44184,44.73,72057.0,47.28,-2.254,Loire-Atlantique,Pays de la Loire,Saint-Nazaire,48.0,1497.0
148,148,Saint-Nazaire,Julie Poussier,Found,Match successful.,30.0,"Saint-Nazaire fraternelle, responsable et créative",LDVG,3.0,44184,44.0,Loire-Atlantique,44184.0,Saint-Nazaire,"44,73%","Saint-Nazaire fraternelle, responsable et créative",44184,44.73,72057.0,47.28,-2.254,Loire-Atlantique,Pays de la Loire,Saint-Nazaire,48.0,1497.0
149,149,Saint-Ouen-sur-Seine,Florent Sevin,Found,Match successful.,3.0,saint-ouen je t'aime,LUG,6.0,93070,93.0,Seine-Saint-Denis,93070.0,Saint-Ouen-sur-Seine,"46,63%",saint-ouen je t'aime,93070,46.63,53207.0,48.91,2.333,Seine-Saint-Denis,Île-de-France,Saint-Ouen-sur-Seine,4.0,12490.0
150,150,Saint-Paul,Joël PERSONNÉ,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
151,151,Saint-Priest,Gilles Grandval,Found,Match successful.,1.0,Saint-Priest ensemble,LUG,3.0,69290,69.0,Rhône,69290.0,Saint-Priest,"14,21%",Saint-Priest ensemble,69290,14.21,48822.0,45.702,4.949,Rhône,Auvergne-Rhône-Alpes,Saint-Priest,30.0,1646.0
152,152,Sainte-Foy-lès-Lyon,Frédéric Duval,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
153,153,Sarcelles,Charlotte RABIH,Found,Match successful.,6.0,UNE AMBITION POUR SARCELLES,LSOC,3.0,95585,95.0,Val-d'Oise,95585.0,Sarcelles,"25,40%",UNE AMBITION POUR SARCELLES,95585,25.4,58424.0,48.99,2.382,Val-d'Oise,Île-de-France,Sarcelles,8.0,6964.0
154,154,Sartrouville,Alexandre BIGOT,Found,Match successful.,8.0,Sartrouville autrement Union de la gauche écologiste,LDVG,1.0,78586,78.0,Yvelines,78586.0,Sartrouville,"23,39%",Sartrouville autrement Union de la gauche écologiste,78586,23.39,51220.0,48.94,2.175,Yvelines,Île-de-France,Sartrouville,8.0,6062.0
155,155,Strasbourg,Marina Lafay,Found,Match successful.,5.0,Strasbourg Juste et Vivante,LDVG,10.0,67482,67.0,Bas-Rhin,67482.0,Strasbourg,"19,72%",Strasbourg Juste et Vivante,67482,19.72,291313.0,48.571,7.768,Bas-Rhin,Grand Est,Strasbourg,78.0,3730.0
156,156,Strasbourg,Philippe Appel,Found,Match successful.,20.0,Strasbourg Juste et Vivante,LDVG,10.0,67482,67.0,Bas-Rhin,67482.0,Strasbourg,"19,72%",Strasbourg Juste et Vivante,67482,19.72,291313.0,48.571,7.768,Bas-Rhin,Grand Est,Strasbourg,78.0,3730.0
157,157,Suresnes,Gaël Chabert,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
158,158,Suresnes,Céline Boyeau,Not Present,"City found, but candidate is missing from the list for this Circonscription.",,,,,0,,,,,,,,,,,,,,,,
159,159,Toulon,Diane Barbier,Found,Match successful.,41.0,TOULON EN COMMUN,LUG,1.0,83137,83.0,Var,83137.0,Toulon,"8,38%",TOULON EN COMMUN,83137,8.38,180452.0,43.136,5.932,Var,Provence-Alpes-Côte d'Azur,Toulon,44.0,4084.0
160,160,Toulon,Nancy Fabre,Found,Match successful.,19.0,TOULON EN COMMUN,LUG,1.0,83137,83.0,Var,83137.0,Toulon,"8,38%",TOULON EN COMMUN,83137,8.38,180452.0,43.136,5.932,Var,Provence-Alpes-Côte d'Azur,Toulon,44.0,4084.0
161,161,Toulouse,Hugo Sajhau,Found,Match successful.,15.0,"Vivre mieux La gauche unie, écologiste, citoyenne et solidaire",LUG,1.0,31555,31.0,Haute-Garonne,31555.0,Toulouse,"24,99%","Vivre mieux La gauche unie, écologiste, citoyenne et solidaire",31555,24.99,504078.0,43.596,1.432,Haute-Garonne,Occitanie,Toulouse,118.0,4269.0
