Quantity;latitude;Longitude;Date
18657;-63.536667;-61.436667;27/06/2019
10931;-61.373333;-58.869444;03/01/2021
14261;-63.552778;-60.526667;17/03/2020
9232;-61.683333;-61.7;11/01/2014
28141;-63.615;-60.721667;19/05/2022
20194;-63.883333;-60.5;25/03/2014
8680;-61.4;-57.911389;21/01/2013
33235;-63.003333;-58.725;04/06/2021
15103;-62.893333;-57.4;19/05/2021
3727;-63.588333;-59.441667;09/05/2018
5931;-63.786111;-60.343333;12/04/2012
15760;-62.991667;-60.106667;22/06/2019
8637;-61.396667;-56.08;11/01/2019
24262;-63.52;-61.091667;25/06/2019
30261;-62.89;-58.448333;15/04/2019
29515;-63.03;-58.046667;24/04/2019
7208;-62.565;-61.093333;21/05/2012
15206;-63.613333;-60.991667;31/05/2012
8844;-63.133333;-58.85;15/05/2014
17511;-63.45;-60.316667;04/05/2014
17309;-63.021667;-58.223056;09/05/2020
44457;-60.48;-47.761389;17/03/2022
18085.9;-63.8;-60.233333;12/05/2013
19667;-62.676667;-54.556667;12/04/2022
8583;-62.633333;-62.616667;14/01/2014
8399;-63.563333;-59.591667;29/03/2013
51915;-62.855;-57.385;17/05/2021
48300;-63.598333;-61.144722;04/03/2018
20127;-63.335;-59.115;28/12/2011
16741;-63.323333;-61.186667;05/07/2019
4689;-62.546667;-61.448333;26/05/2012
16175;-63.002778;-58.158333;15/05/2020
26390;-62.591667;-55.46;05/04/2022
20794;-63.116667;-58.486667;20/04/2022
14912;-62.716667;-54.526667;10/04/2022
24103;-63.616667;-59.481667;04/04/2018
24016;-60.863333;-56.126667;07/01/2019
5659;-63.511111;-60.861111;06/04/2012
16201;-63.644722;-61.441667;27/06/2019
16822;-63.008333;-58.58;08/05/2019
4127;-61.515;-58.355;02/01/2021
21333;-63.526667;-61.552778;11/07/2019
23829;-63.026667;-58.79;07/05/2020
19350;-61.516667;-61.55;30/01/2014
22180;-63.19;-59.115;10/04/2013
15313;-63.083333;-59.05;03/05/2013
33105;-63.02;-57.72;09/06/2022
23309;-61.583333;-57.863333;25/01/2013
9545;-61.638333;-58.666667;15/01/2013
21419;-63.971667;-60.775;20/04/2021
8943;-63.393333;-59.119722;09/06/2018
34709;-62.598333;-58.523333;22/05/2018
9325;-63.283333;-59.028333;26/12/2011
30383;-62.91;-59.993333;12/06/2019
22130;-62.98;-58.026667;22/04/2019
18202;-63.206667;-59.736667;21/04/2019
23654;-63.071667;-59.744722;20/04/2019
26533;-63.183333;-58.933333;15/05/2014
19467;-63.333333;-59.666667;29/04/2014
43733;-60.471667;-47.811389;17/03/2022
29606.7;-63.866667;-60.45;13/05/2013
25952;-62.706667;-54.59;11/04/2022
3463;-62.55;-62.533333;15/01/2014
14640;-63.616667;-59.466667;27/03/2013
39002;-62.858333;-57.406667;15/05/2021
28979;-64.336389;-61.336389;08/03/2018
20592;-63.581667;-61.144722;04/03/2018
30792;-63;-58.941667;24/05/2018
14920;-63.531667;-61.894722;01/07/2019
1961;-63.015;-58.85;07/04/2012
58221;-63.6;-64.09;12/06/2012
31265;-63.128056;-58.786667;11/05/2019
11799;-62.591667;-61.651667;22/05/2012
9536;-61.538333;-58.488333;10/12/2020
16442;-63.383333;-60.4;28/04/2014
21967;-62.705;-55.26;18/04/2022
36908;-63.23;-59.176667;30/05/2022
3450;-64.1;-61.15;01/04/2014
6515;-61.628056;-57.915;22/01/2013
8607;-61.588333;-58.5;16/01/2013
30273;-63.133333;-58.633333;17/03/2014
29335;-63.905;-60.361389;11/04/2021
24506;-63.753333;-59.931667;03/04/2021
14785;-61.1;-55.941667;15/12/2018
6732;-62.728333;-61.703333;04/05/2012
9342;-63.15;-58.516667;17/05/2014
14379;-61.616667;-61.566667;31/01/2014
26530;-62.631667;-55.423333;04/04/2022
6179.1;-63.3;-58.966667;10/05/2013
13742;-62.744722;-55.171667;10/04/2022
17302;-63.616667;-59.266667;27/03/2013
2961;-63.991667;-60.958333;30/04/2021
17613;-63.594722;-59.18;03/04/2018
14961;-63.016667;-58.269444;20/05/2018
6597;-63.3;-58.965;27/12/2011
2970;-63.178333;-58.645;03/01/2012
12195;-63.325;-61.105;07/07/2019
2646;-62.571667;-61.751667;25/05/2012
3387;-61.901667;-59.68;28/02/2012
13133;-63.416667;-60.2;04/05/2014
21527;-63.006667;-58.161389;09/05/2020
16978;-62.986667;-58;12/05/2020
44601;-60.41;-47.665;17/03/2022
12975;-63.211389;-59.103056;09/04/2013
13414.9;-63.816667;-60.383333;12/05/2013
5149;-62.55;-62.533333;15/01/2014
9886;-61.671667;-58.6;14/01/2013
11724;-63.626667;-59.516667;01/04/2013
20136;-63.276667;-59.338333;06/04/2013
16353;-63.698333;-59.84;10/05/2021
37710;-63.625;-60.88;03/03/2018
31859;-62.948333;-58.615;22/05/2018
8484;-63.384722;-59.341667;14/06/2018
21401;-62.563333;-61.408333;09/05/2012
8218;-63.083333;-59.283333;09/04/2012
21346;-63.558333;-61.355;26/06/2019
14119;-63.355;-61.258333;06/07/2019
18346;-63.466667;-60.316667;11/05/2014
17390;-63.4;-60.316667;03/05/2014
17063;-63.052778;-58.063333;10/05/2020
56434;-60.41;-47.565;16/03/2022
34075;-62.693333;-55.336667;14/04/2022
8047;-61.616667;-61.668056;16/01/2014
33849;-63.663333;-59.731667;14/03/2021
12986;-63.558333;-59.608333;31/03/2013
42640;-62.853333;-57.271667;15/05/2021
25203;-63.528056;-59.48;11/05/2018
11010;-63.683333;-61.069722;02/03/2018
29205;-63.046667;-59.098333;25/05/2018
18032;-63.283333;-59.144722;14/06/2018
973;-63.313333;-59.076667;30/12/2011
16122;-62.565;-61.251667;18/05/2012
10528;-63.416667;-60.616667;25/04/2014
8657;-63.183333;-58.7;14/05/2014
13133;-63.466667;-60.166667;04/05/2014
19927;-63.03;-58.244722;09/05/2020
45036;-60.448333;-47.698333;17/03/2022
12057;-63.866667;-60.45;12/05/2013
8583;-62.633333;-62.55;14/01/2014
2800;-63.606667;-59.55;29/03/2013
52354;-62.836667;-57.401667;17/05/2021
15412;-63.981667;-60.855;11/05/2021
6208;-63.669722;-60.886111;04/03/2018
2368;-63.301667;-59.198333;28/12/2011
4346;-62.63;-61.558333;07/05/2012
2079;-63.069444;-60.286667;21/06/2019
1297;-62.028056;-60.02;05/06/2019
13527;-63.303333;-61.052778;06/07/2019
23375;-62.76;-59.698333;07/06/2012
14717;-63.678056;-61.003333;17/03/2020
28124;-62.608333;-55.586667;04/04/2022
8187;-62.466667;-62.483333;12/01/2014
12116;-63.883333;-60.433333;25/03/2014
12727;-61.636389;-58.569722;15/01/2013
31467;-63.608333;-59.593333;09/04/2018
2862;-63.519444;-60.353056;03/06/2018
6295;-63.048333;-59.06;22/12/2011
17113;-60.916667;-56.021667;30/12/2018
30717;-63.158333;-58.911389;13/05/2019
26275;-63.163333;-59.973333;17/06/2019
4996;-61.11;-56.133333;11/01/2019
18105;-63.355;-61.263333;03/07/2019
13810;-62.578333;-61.665;23/05/2012
19458;-63.183333;-58.85;15/05/2014
21228;-63.466667;-60.35;05/05/2014
18024;-63.061389;-58.266667;08/05/2020
44891;-60.485;-47.853333;17/03/2022
6462;-63.258333;-59.211389;14/04/2013
2960.8;-63.65;-60.533333;11/05/2013
24640;-62.716667;-54.548333;11/04/2022
4291;-62.816667;-62.716667;14/01/2014
34452;-63.658333;-59.67;14/03/2021
26797;-63.609722;-59.53;28/03/2013
36224;-62.833333;-57.425;16/05/2021
11382;-63.986667;-61.001667;12/05/2021
10774;-64.005;-61.015;29/04/2021
61928;-63.666667;-61.186389;01/03/2018
23615;-63.026667;-59.015;24/05/2018
9651;-62.61;-61.605556;21/04/2012
2748;-63.071667;-58.73;02/01/2012
19635;-63.048333;-65.030833;21/06/2019
29067;-62.875;-58.61;14/04/2019
34666;-63.143333;-58.646667;11/05/2019
4851;-60.893333;-56.086111;06/01/2021
22690;-63.658333;-61.083333;20/03/2020
15170;-62.633333;-62.6;13/02/2014
22725;-61.483333;-61.533333;27/01/2014
11757;-62.9;-62.9;05/01/2014
17806;-63.25;-59.433333;04/04/2014
26222;-63.61;-60.936111;28/02/2018
27324;-63.513333;-59.144722;04/06/2018
16779;-61.405;-58.093333;08/01/2019
13193;-63.103333;-59.178333;24/12/2011
23377;-63.196667;-60.008333;17/06/2019
10666;-63.271667;-59.346667;21/05/2019
32662;-62.911389;-57.386667;01/05/2019
15889;-61.85;-59.63;29/02/2012
10688;-63.416667;-60.583333;26/04/2014
16207;-63.216667;-58.75;16/05/2014
18643;-63.59;-60.72;25/06/2022
10573.8;-63.85;-60.416667;13/05/2013
25498;-62.783333;-54.905;09/04/2022
13637;-62.873333;-57.28;13/05/2021
12374;-63.103333;-58.578333;03/01/2012
19181;-63.638333;-61.461389;28/06/2019
9880;-62.581667;-61.621667;25/05/2012
17316;-63.433333;-60.033333;30/04/2014
17494;-63.043333;-58.736667;08/05/2020
14354;-63.256667;-58.883333;15/04/2013
13347;-62.633333;-62.566667;02/01/2014
29234;-63.18;-58.57;24/04/2022
37749;-63.136667;-58.831667;26/04/2022
21357;-63.166667;-58.9;22/03/2014
26699;-62.853333;-57.27;23/05/2021
10479;-63.28;-59.008333;25/12/2011
2921;-63.163333;-59.165;30/12/2011
4736;-63.343333;-58.901667;28/12/2011
20732;-63.22;-59.201667;23/12/2011
8889;-62.573333;-61.238333;07/05/2012
23226;-62.841667;-59.36;15/06/2019
34703;-62.853333;-57.331667;27/04/2019
14038;-63.35;-60.483333;25/04/2014
17390;-63.483333;-60.283333;03/05/2014
20218;-63.019444;-58.33;09/05/2020
22540;-63.075;-58.2;19/05/2020
53809;-60.43;-47.69;16/03/2022
7348.3;-63.6;-60.966667;11/05/2013
3463;-62.533333;-62.55;15/01/2014
5649;-61.658333;-58.58;14/01/2013
20290;-63.631667;-59.538333;31/03/2013
16452;-63.036667;-58.455;08/05/2021
7967;-63.664444;-61.193333;03/03/2018
22383;-63.036389;-59.023333;24/05/2018
6096;-63.4;-59.363333;14/06/2018
18097;-63.486111;-61.816667;30/06/2019
31740;-63.178056;-58.936667;15/05/2019
12145;-62.821667;-61.766667;28/05/2012
17607;-61.38;-58.34;11/01/2021
6297;-61.716667;-61.733333;05/02/2014
27287;-62.651667;-55.838333;02/04/2022
18750;-61.466667;-61.533333;28/01/2014
8290.2;-63.833333;-60.333333;09/06/2013
30348;-63.12;-58.978056;24/05/2022
4654;-63.97;-60.773333;26/05/2021
18918;-62.851667;-57.47;17/05/2021
16595;-63.176667;-59.191667;28/05/2018
24542;-61.121667;-55.955;21/12/2018
37109;-62.593333;-61.491667;10/05/2012
10888;-63.285;-60.898333;10/06/2012
27392;-62.893333;-57.361389;30/04/2019
13810;-62.596667;-61.72;23/05/2012
18524;-61.54;-57.46;11/01/2021
4724;-61.683333;-61.683333;05/02/2014
18722;-61.566667;-61.533333;25/01/2014
29749;-63.12;-58.861389;24/05/2022
28880;-63.168333;-58.273333;28/05/2021
4509;-63.033333;-58.721667;26/05/2021
26149;-63.125;-59.236389;27/05/2018
20477;-61.083333;-56.033333;21/12/2018
1351;-63.1;-58.776667;10/04/2012
13647;-63.096667;-59.081667;20/05/2019
6137;-63.351667;-60.878333;10/06/2012
13094;-63.411389;-60.426667;07/05/2019
26930;-63.136667;-58.756667;12/05/2019
17974;-61.39;-58.331667;11/01/2021
6297;-61.7;-61.733333;05/02/2014
23828;-61.516667;-61.566667;25/01/2014
8290.2;-63.833333;-60.3;09/06/2013
28254;-63.091667;-58.955;24/05/2022
23243;-63.715;-53.899444;16/03/2021
18429;-63.1;-59.2;03/04/2014
19248;-62.871667;-57.438333;18/05/2021
4093;-63.773333;-60.105;01/06/2018
20389;-63.008333;-58.326667;19/05/2018
4568;-61.103333;-56.175;20/12/2018
26082;-63.131667;-58.665;10/04/2012
22358;-63.056667;-59.341667;07/06/2019
31566;-62.846667;-58.953333;16/04/2019
21864;-62.903333;-57.456667;06/05/2019
11433;-63.541667;-61.833333;12/07/2019
7004;-63.416667;-60.333333;04/05/2014
44747;-60.415;-47.668333;17/03/2022
25949;-63.236389;-59.076389;09/04/2013
5376.8;-63.816667;-60.383333;12/05/2013
8147;-62.533333;-62.55;15/01/2014
15074;-63.64;-59.546667;01/04/2013
12650;-63.675;-59.861389;11/05/2021
38080;-64;-61.036667;01/05/2021
44777;-63.593333;-60.871667;03/03/2018
21819;-63.371667;-59.017778;24/05/2018
1154;-63.413333;-59.25;13/06/2018
12459;-64.151667;-61.298333;06/05/2012
28849;-63.14;-59.908333;18/06/2019
34043;-62.921667;-59.073333;18/04/2019
22670;-62.59;-61.761667;28/05/2012
14107;-61.48;-58.31;09/12/2020
12743;-61.426667;-58.444722;05/01/2021
11080;-63.46;-59.341667;19/03/2020
22596.5;-63.766667;-60.333333;16/05/2013
4263;-62.7;-62.833333;08/01/2014
2872;-64.25;-61.25;26/03/2014
25728;-63.766667;-59.615;16/03/2021
11426;-61.576389;-58.425;17/01/2013
5358;-63.083333;-58.566667;19/03/2014
50230;-63.243333;-59.338333;17/06/2018
18698;-61.446667;-58.233333;08/01/2019
13929;-62.651667;-61.605;05/05/2012
19122;-62.77;-57.326667;25/04/2019
19585;-62.826667;-57.61;02/05/2019
15206;-63.616667;-61.071667;31/05/2012
12559;-61.34;-57.356667;05/01/2021
10964;-63.531667;-59.519444;19/03/2020
19838;-62.566667;-62.566667;13/02/2014
29619;-62.643333;-55.69;31/03/2022
24715.3;-63.766667;-60.333333;15/05/2013
5017;-62.9;-62.966667;06/01/2014
22658;-63.68;-59.71;16/03/2021
8696;-62.985;-58.256667;27/05/2021
3200;-63.681667;-61.069722;04/06/2018
20297;-63.093333;-59.19;24/12/2011
29659;-63.171667;-58.752778;13/05/2019
10437;-63.038333;-59.251667;20/12/2011
22300;-62.87;-57.328056;29/04/2019
5070;-62.485;-61.36;20/05/2012
6087;-62.761667;-59.443333;02/06/2012
29880;-63.013333;-58.294722;16/05/2020
17637;-63.226389;-59.216667;12/04/2013
20632;-63.468333;-60.151667;03/06/2022
7990;-61.533333;-58.531667;18/01/2013
5380;-61.605;-58.488333;13/01/2013
34881;-63.848333;-60.373333;08/04/2021
20835;-62.855;-57.446667;26/04/2019
16045;-62.991667;-58.125;15/05/2020
17738;-62.594722;-55.386667;05/04/2022
24758;-63.271667;-59.141667;08/04/2013
15204;-62.725;-54.488333;10/04/2022
32220;-62.831667;-57.521667;14/05/2021
9421;-63.603056;-59.238333;03/04/2018
19603;-63.056667;-58.115;04/01/2012
11757;-63.1;-60.3;10/04/2012
11661;-63.416667;-61.256667;07/07/2019
31222;-62.869444;-58.79;15/04/2019
24240;-62.851667;-59.735;07/06/2012
6175;-62.55;-61.768333;25/05/2012
8956;-63.45;-60.35;04/05/2014
20654;-62.988333;-58.305;09/05/2020
45325;-60.461389;-47.694722;17/03/2022
25949;-63.228056;-59.105;09/04/2013
5376.8;-63.85;-60.366667;12/05/2013
8583;-62.55;-62.533333;14/01/2014
20385;-63.609722;-59.5;30/03/2013
20480;-63.233333;-59.15;07/04/2013
32675;-62.846667;-57.335;16/05/2021
12504;-63.873333;-60.235;11/05/2021
12110;-63.641667;-61.183056;03/03/2018
4210;-61.338333;-57.613333;07/01/2021
14427;-63.2;-58.716667;14/05/2014
19838;-62.666667;-62.65;13/02/2014
26119;-62.683333;-55.483333;15/04/2022
20942;-63.166667;-59.35;03/04/2014
14363;-63.64;-59.694722;18/04/2021
52703;-63.686389;-61.069444;27/02/2018
11100;-61.11;-55.925;20/12/2018
17140;-62.628333;-59.483333;09/06/2012
19400;-62.906667;-57.102778;30/04/2019
13446;-63.183333;-58.866667;14/05/2014
19460;-62.666667;-62.683333;14/02/2014
12235;-63.225;-59.046667;13/04/2013
19425;-61.566667;-61.5;23/01/2014
35135;-63.669444;-61.069444;27/02/2018
19594;-63.473333;-59.356667;05/06/2018
23748;-63.56;-61.78;01/07/2019
12797;-61.093333;-55.876667;20/12/2018
19328;-63.038333;-60.091667;21/06/2019
20198;-63.025;-58.847222;07/04/2012
23984;-62.848333;-58.743333;14/04/2019
23689;-63.333333;-60.45;25/04/2014
8700;-63.003333;-57.811389;02/05/2020
20900;-63.021667;-58.783333;07/05/2020
27224;-63.066667;-58.65;03/05/2013
29865;-63.061389;-57.691667;10/06/2022
9324;-61.55;-57.88;25/01/2013
7868;-61.631667;-58.616667;14/01/2013
11090;-63.998333;-60.986667;12/05/2021
16619;-63.971667;-60.951667;24/04/2021
9746;-63.408333;-59.126667;09/06/2018
1106;-64.105556;-61.316667;19/04/2012
16099;-63.983611;-58.58;08/05/2019
20736;-63.402778;-61.57;02/07/2019
21305;-63.4;-60.233333;02/05/2014
16363;-63.053333;-57.844722;10/05/2020
28054;-63.01;-58.12;17/05/2020
51855;-60.475;-47.975;18/03/2022
18156;-63.244722;-58.928056;15/04/2013
9829;-63.066667;-63.05;31/12/2013
8691;-61.616667;-61.583333;17/01/2014
32554;-63.601667;-59.544722;14/03/2021
3976;-64.333333;-61.7;28/03/2014
1847;-61.4;-57.708333;23/01/2013
21311;-63.638333;-59.446667;30/03/2013
15730;-63.06;-58.428056;08/05/2021
12954;-63.548333;-59.093333;11/05/2018
44156;-63.102778;-59.193333;25/05/2018
15628;-63.341667;-59.051667;28/12/2011
14615;-63.383333;-60.433333;28/04/2014
20779;-63.35;-59.933333;30/04/2014
15276;-62.993333;-57.881667;11/05/2020
13347;-62.6;-62.55;02/01/2014
5547;-61.566667;-61.65;21/01/2014
9877;-61.566667;-61.566667;20/01/2014
17086;-63.183333;-58.65;22/03/2014
13070;-63.552778;-59.115;12/05/2018
11337;-63.794444;-61.477778;19/04/2012
13260;-63.316667;-59.026667;28/12/2011
6424;-63.552778;-61.598333;29/06/2019
6519;-62.563333;-61.196667;07/05/2012
18412;-62.826667;-59.86;22/06/2019
16716;-63.38;-61.321667;05/07/2019
10187;-62.555;-61.208333;17/05/2012
13912;-63.466667;-60.2;03/05/2014
31328;-63.173333;-58.291667;16/05/2020
23267;-63.096667;-57.666667;12/06/2022
25717;-63.308333;-59.275;03/06/2022
15347;-61.716667;-58.483333;11/01/2013
35928;-63.863333;-60.285;13/04/2021
16065;-63.681667;-59.571667;10/05/2021
5412;-63.586111;-59.56;10/05/2018
12191;-63.086389;-58.648333;11/06/2018
19657;-63.602778;-61.946667;30/06/2019
20698;-63.41;-61.541667;02/07/2019
9286;-62.631667;-61.535;05/05/2012
14219;-63.343333;-61.166667;06/07/2019
12762;-63.366667;-61.013333;08/07/2019
7177;-61.303333;-57.461389;18/01/2021
20259;-63.233333;-58.9;16/05/2014
6379;-62.55;-62.533333;12/02/2014
27399;-62.558333;-55.326667;04/04/2022
23627;-62.808333;-54.943333;08/04/2022
19688;-62.863333;-57.401667;18/05/2021
5328;-63.01;-58.261389;23/03/2018
19706;-63.594722;-60.773333;03/06/2018
13313;-61.044722;-55.755;19/12/2018
24865;-62.996667;-59.598333;16/06/2019
5398;-63.105556;-58.694444;02/04/2012
7410;-62.555;-61.513333;25/05/2012
17689;-63.183333;-58.816667;15/05/2014
14582;-62.516667;-62.483333;12/02/2014
20101;-62.638333;-55.416667;03/04/2022
22617;-63.28;-59.03;14/04/2013
24207;-62.773333;-55.02;08/04/2022
14838;-63.266667;-59.483333;04/04/2014
22333;-62.866667;-57.48;18/05/2021
1440;-62.96;-58.05;23/03/2018
981;-63.575;-60.748333;03/06/2018
6765;-63.281667;-58.991667;29/12/2011
8627;-61.005;-55.843333;19/12/2018
23032;-63.028056;-58.823333;09/05/2019
12023;-63.166667;-58.933333;14/05/2014
11499;-62.683333;-62.666667;14/02/2014
27273;-62.646667;-55.418333;15/04/2022
32380;-62.791667;-57.363333;16/05/2021
6344;-63.565;-60.653056;27/02/2018
4087;-63.325;-59.09;30/12/2011
7666;-61.016667;-55.876667;20/12/2018
14650;-62.561667;-61.205;08/05/2012
16864;-63.026667;-58.826667;07/04/2012
33461;-62.865;-58.981667;16/04/2019
804;-62.711667;-59.66;08/06/2012
21978;-62.555;-61.493333;26/05/2012
11799;-62.556944;-61.572778;22/05/2012
20449;-63.011389;-58.494722;06/05/2020
53598;-60.456667;-48.001667;18/03/2022
20406;-63.25;-59.231667;10/04/2013
15450;-63.473333;-60.288333;24/06/2022
20736;-63.15;-59.05;02/05/2013
26480.7;-63.833333;-60.4;13/05/2013
20025;-63.35;-59.35;05/04/2014
14864;-63.018333;-58.618333;08/05/2021
23254;-62.944722;-58.788333;23/05/2018
24737;-63.365;-59.01;27/12/2011
30030;-62.93;-60.066667;12/06/2019
22038;-62.965;-59.32;07/06/2019
2293;-63.15;-58.8;11/05/2014
11499;-62.666667;-62.683333;14/02/2014
54247;-60.42;-47.585;16/03/2022
27775;-61.533333;-61.516667;27/01/2014
16479;-63.231667;-59.183333;13/04/2013
92841;-62.673333;-55.228056;15/04/2022
12986;-63.666667;-59.536389;31/03/2013
36519;-62.868333;-57.413333;16/05/2021
16810;-63.64;-61.04;26/02/2018
16826;-63.675;-61.136389;02/03/2018
4084;-63.758333;-60.121667;01/06/2018
30474;-63.071667;-59.094722;25/05/2018
33935;-60.426667;-65.828056;28/03/2019
8489;-61.076667;-56.021667;20/12/2018
28258;-63;-59.538333;16/06/2019
30025;-63.173333;-60.01;17/06/2019
1760;-63.53;-61.436667;12/06/2012
4104;-61.35;-57.703333;06/01/2021
21738;-63.683333;-61.05;20/03/2020
10502;-62.616667;-62.566667;13/02/2014
12357.7;-63.766667;-60.05;15/05/2013
8701;-63;-63.033333;04/01/2014
30291;-63.9;-60.516667;25/03/2014
22463;-63.626667;-59.718333;15/03/2021
2636;-63.578056;-60.888333;04/06/2018
3340;-63.098333;-59.285;20/12/2011
17081;-63.019444;-60.016667;22/06/2019
37513;-62.856667;-58.843333;16/04/2019
27697;-62.838333;-57.515;30/04/2019
4383;-62.548333;-61.258333;19/05/2012
14151;-63.2;-58.616667;15/05/2014
10936;-62.483333;-62.516667;12/02/2014
14351;-62.933333;-58.133333;05/03/2014
19425;-61.516667;-61.5;23/01/2014
14330;-63.161389;-59.44;13/04/2013
22617;-63.271667;-59.028056;14/04/2013
23772;-62.648333;-55.415;08/04/2022
6113;-63.885;-60.353333;13/05/2021
2822;-62.588333;-57.615;22/03/2018
31307;-63.18;-58.941667;15/05/2019
5123;-61.021667;-55.886111;19/12/2018
10890;-63.15;-58.726667;03/01/2012
18319;-63.052778;-60.098333;21/06/2019
19595;-63.078333;-58.761111;10/04/2012
19308;-63.352778;-61.383333;02/07/2019
8788;-61.496667;-58.253333;10/12/2020
13667;-61.306944;-57.436667;05/01/2021
12130;-63.455;-59.456667;19/03/2020
13187.7;-63.633333;-60.4;16/05/2013
6821;-62.583333;-62.683333;08/01/2014
31481;-60.991667;-58.105;07/01/2021
11669;-62.65;-61.633333;13/02/2014
34512;-62.666667;-55.348333;14/04/2022
2384;-63.628056;-60.936389;28/02/2018
8824;-61.49;-58.316667;08/01/2019
4864;-63.797222;-60.447222;12/04/2012
1698;-63.531667;-60.648333;06/04/2012
10547;-63.226667;-59.261389;21/05/2019
28866;-62.893333;-57.31;06/05/2019
4383;-62.575;-61.705;19/05/2012
7702;-61.363333;-57.641667;18/01/2021
10028;-63.216667;-59.056667;21/03/2020
12350;-61.7;-61.75;06/02/2014
22956.7;-63.133333;-58.833333;06/06/2013
3088;-62.95;-62.9;06/01/2014
18086;-63.176667;-59.03;22/05/2022
10105;-63.35;-59.233333;07/04/2014
28790;-63.016667;-57.906667;01/06/2021
10280;-63.513333;-59.4;13/05/2018
26529;-63.136111;-59.141667;13/05/2019
7494;-63.08;-58.63;02/01/2012
22057;-63.244722;-59.866667;07/06/2019
13881;-62.556667;-61.685;16/05/2012
13441;-63.99;-61.003333;28/04/2021
7802;-63.575;-60.471667;03/06/2018
12190;-63.276667;-53.991667;17/05/2018
15773;-62.655;-61.606667;04/05/2012
17736;-63.094722;-59.23;19/05/2019
37451;-62.998333;-58.244722;24/04/2019
46709;-63.133333;-58.45;17/05/2014
17044;-63.416667;-60.283333;02/05/2014
17481;-63.07;-58.016667;10/05/2020
39722;-60.394722;-47.525;15/03/2022
312;-63.05;-63.083333;31/12/2013
2287;-61.683333;-61.683333;17/01/2014
17499;-63.683333;-59.441667;29/03/2013
10333;-62.901667;-57.44;15/05/2021
16099;-63.065;-58.61;09/05/2021
3137;-63.55;-59.216667;11/05/2018
68788;-63.148333;-61.166667;01/03/2018
29969;-63.171667;-58.941667;15/05/2019
16715;-62.61;-61.493333;05/05/2012
11571;-61.306667;-57.381667;12/12/2020
12066;-63.441667;-61.491667;12/07/2019
9579;-63.576667;-59.61;21/03/2020
7988;-61.583333;-61.533333;24/01/2014
33838.5;-63.2;-58.983333;08/06/2013
21967;-62.605;-55.691667;18/04/2022
31266;-63.628056;-60.93;20/05/2022
32269;-63.271667;-59.165;27/05/2022
13849;-63.316667;-59.366667;08/04/2014
12113;-61.643056;-58.576389;16/01/2013
28958;-63.7;-59.68;02/04/2021
10015;-63.038333;-58.336389;18/05/2018
22471;-62.590278;-61.470556;09/05/2012
6732;-62.685;-61.746667;04/05/2012
16868;-63.125;-59.11;19/05/2019
26391;-62.876667;-59.931667;12/06/2019
12162;-63.376667;-61.066667;08/07/2019
14859;-61.48;-58.376667;09/12/2020
15876;-61.291667;-57.35;08/01/2021
10381;-63.55;-59.69;19/03/2020
13187.7;-63.816667;-60.183333;16/05/2013
11936;-62.883333;-62.933333;08/01/2014
13275;-63.25;-59.466667;09/04/2014
23082;-63.333333;-59.266667;08/04/2014
17806;-63.3;-59.616667;04/04/2014
6856;-61.575;-58.408333;17/01/2013
26534;-63.001667;-58.353333;28/05/2021
21732;-63.778056;-60.306667;03/04/2021
10943;-63.265;-59.136389;17/05/2018
30490;-63.253056;-59.602778;17/06/2018
3548;-63.075;-59.156667;20/12/2011
34715;-63.18;-58.81;13/05/2019
21828;-62.776667;-57.387222;26/04/2019
14804;-63.119444;-58.39;04/05/2019
10661;-63.346667;-61.143333;09/07/2019
16364;-61.513333;-58.375;09/12/2020
14591;-61.43;-58.465;05/01/2021
12709;-63.59;-61.463333;12/07/2019
6563;-63.316667;-60.566667;24/04/2014
21643;-63.603333;-59.658333;18/03/2020
4996;-62.566667;-62.533333;15/02/2014
21784;-63.183333;-58.75;16/03/2014
28149.4;-63.75;-60.016667;16/05/2013
8448;-62.766667;-62.866667;13/01/2014
23203;-63.288333;-58.981667;29/05/2022
3589;-64.133333;-61.2;26/03/2014
14282;-61.538333;-58.319722;17/01/2013
24482;-62.971667;-58.375;28/05/2021
25277;-63.92;-60.441667;03/04/2021
5682;-63.966667;-60.875;28/04/2021
13490;-63.6;-59.6;09/05/2018
6508;-68.271667;-59.096667;17/05/2018
17654;-63.046667;-58.619444;18/05/2019
15188;-63.338333;-61.121667;06/07/2019
25980;-62.806667;-57.373333;26/04/2019
18737;-62.9;-57.346667;05/05/2019
25626;-61.315;-57.426667;11/12/2020
21784;-63.183333;-58.733333;16/03/2014
27590.9;-63.1;-58.766667;05/06/2013
16585;-62.57;-55.786667;18/04/2022
32567;-63.275;-59.146667;27/05/2022
6607;-61.586389;-58.488333;16/01/2013
23955;-63.048333;-58.801667;03/06/2021
30359;-63.661389;-59.636667;02/04/2021
10057;-63.956667;-60.826667;21/04/2021
28092;-62.998333;-58.019722;18/05/2018
8770;-63.58;-60.86;17/05/2019
6732;-62.723333;-61.735;04/05/2012
28601;-62.916667;-60.021667;12/06/2019
31593;-62.913333;-59.066667;17/04/2019
17689;-63.233333;-58.8;15/05/2014
18686;-62.994722;-58.31;08/05/2020
7291;-62.5;-62.5;12/02/2014
6151;-62.883333;-58.033333;05/03/2014
51129;-60.458333;-47.881667;18/03/2022
22531;-62.65;-55.728056;01/04/2022
24253;-62.658333;-55.473333;07/04/2022
