Quantity;latitude;Longitude;Date
13572;-63.994722;-60.98;29/04/2021
9908;-64.228056;-61.375;09/03/2018
14811;-64.333333;-61.481667;05/03/2018
6061;-63.583333;-60.658333;03/06/2018
21608;-62.963333;-58.848333;23/05/2018
32173;-63.138333;-58.646667;03/01/2012
8041;-61.541667;-58.481667;10/12/2020
10765;-63.3;-60.1;10/07/2019
8204;-63.283333;-60.483333;24/04/2014
24788;-63.063333;-58.396667;18/05/2020
15343;-61.483333;-61.583333;22/01/2014
25558;-63.25;-59.228056;28/05/2022
10349;-64.05;-61.133333;01/04/2014
9772;-61.621667;-57.916667;22/01/2013
12664;-61.583333;-58.338333;16/01/2013
15137;-63.116667;-58.566667;17/03/2014
24572;-63.893333;-60.333333;10/04/2021
29426;-63.735;-59.766667;02/04/2021
15501;-63.638333;-60.965;24/04/2021
26246;-63.481667;-59.09;05/06/2018
14964;-63.263333;-59.248333;17/05/2018
12976;-61.116667;-55.886111;15/12/2018
11444;-64.313333;-61.528333;13/05/2012
34858;-62.926667;-59.206667;18/04/2019
25566;-63.483333;-60.066667;02/05/2014
50578;-60.48;-48.006667;18/03/2022
17637;-63.183333;-59.026389;12/04/2013
5462;-63;-63.033333;31/12/2013
6862;-61.616667;-61.583333;17/01/2014
6463;-61.571667;-57.856667;23/01/2013
20385;-63.63;-59.519722;30/03/2013
47955;-62.84;-57.391667;17/05/2021
13219;-63.548333;-59.093333;11/05/2018
36015;-63.106667;-59.146667;25/05/2018
15043;-63.41;-59.175;22/05/2019
2576;-62.515;-59.206667;29/05/2012
10386;-61.469444;-58.315;12/01/2021
28378;-63.044722;-59.15;22/06/2022
26675;-62.635;-55.34;13/04/2022
26866;-63.115;-58.913333;23/05/2022
21682;-63.671667;-59.825;18/04/2021
11325;-63.115;-59.138333;27/05/2018
14294;-61.041667;-55.83;18/12/2018
1373;-60.5;-60.86;07/04/2012
14676;-63.221667;-59.158333;20/05/2019
28064;-62.836111;-58.973333;15/04/2019
10194;-63.346667;-60.936667;09/07/2019
18801;-63.81;-60.326667;07/05/2019
12232;-62.485;-59.121667;30/05/2012
9636;-62.573333;-61.736667;24/05/2012
16457;-62.586667;-61.651667;23/05/2012
30956;-63.2;-58.7;15/05/2014
17504;-62.483333;-62.5;13/02/2014
6151;-62.833333;-58.116667;05/03/2014
49967;-60.465;-47.858333;18/03/2022
18325;-61.6;-51.6;26/01/2014
16155;-63.233333;-59.125;14/04/2013
26722;-62.613333;-55.546667;07/04/2022
8691;-61.6;-61.583333;17/01/2014
13153;-63.97;-60.771667;29/04/2021
7778;-64.303056;-61.378056;08/03/2018
5988;-63.593333;-60.893333;05/03/2018
9640;-62.971667;-58.769444;24/05/2018
9989;-62.611667;-61.611111;21/04/2012
3653;-63.098333;-58.191667;24/12/2011
7014;-62.994444;-58.878333;08/04/2012
24144;-63.141667;-58.788333;12/05/2019
6745;-62.735;-61.735;27/05/2012
8227;-61.361389;-57.803333;18/01/2021
12242;-61.008333;-56.069444;08/12/2020
9880;-61.7;-61.7;06/02/2014
35129.4;-63.15;-58.85;07/06/2013
13122;-62.95;-62.9;06/01/2014
18983;-63.146667;-59.026667;22/05/2022
30374;-63.685;-59.723333;18/03/2021
10105;-63.5;-59.316667;07/04/2014
16165;-61.433333;-57.783333;19/01/2013
25224;-63.133333;-58.616667;18/03/2014
11549;-63.655;-59.591667;04/04/2013
9742;-63.156667;-58.685;02/01/2012
23653;-63.2;-59.665;07/06/2019
24163;-63.06;-60.194722;10/06/2019
23562;-62.831667;-57.593333;02/05/2019
6922;-61.633333;-61.616667;31/01/2014
12502;-61.566667;-61.483333;28/01/2014
6971;-63.166667;-58.733333;16/03/2014
39264;-63.083333;-58.716667;05/06/2013
21676;-62.551667;-55.686667;18/04/2022
23794;-63.655;-59.706667;15/03/2021
2753;-61.636389;-58.683333;16/01/2013
21432;-63.15;-58.783333;19/03/2014
27270;-63.065;-58.818333;03/06/2021
11316;-63.665;-59.65;03/04/2013
29737;-63.69;-59.715;02/04/2021
31259;-63.033333;-58.115;18/05/2018
18784;-63.858333;-60.519444;15/04/2012
24082;-62.978056;-58.711389;09/05/2019
24872;-61.344722;-57.515;11/12/2020
30463.8;-63.083333;-58.966667;04/06/2013
21531;-62.676667;-55.435;18/04/2022
24512;-63.255;-59.15;28/05/2022
16358;-63.883333;-60.483333;24/03/2014
11884;-63.25;-59.5;10/04/2014
1086;-61.381667;-57.866667;22/01/2013
8259;-61.6;-58.476389;16/01/2013
21545;-62.988333;-58.785;03/06/2021
17603;-63.633333;-59.546667;03/04/2013
25949;-63.87;-60.294722;04/04/2021
18015;-63.611389;-60.931667;24/04/2021
9201;-63.252778;-59.175;18/05/2018
14270;-61.073333;-55.97;15/12/2018
14177;-64.098333;-61.45;13/05/2012
11165;-60.978056;-56.146667;07/01/2021
9618;-63.183333;-58.683333;14/05/2014
22172;-62.666667;-62.683333;13/02/2014
23955;-62.68;-55.501667;15/04/2022
29322;-63.611389;-60.763333;20/05/2022
5935;-63.166667;-59.266667;04/04/2014
6629;-63.083333;-58.74;25/05/2021
17243;-63.691667;-61.086111;27/02/2018
20427;-63.095;-59.048333;23/12/2011
1415;-63.522222;-60.888889;06/04/2012
25287;-62.863333;-57.425;01/05/2019
3460;-62.526667;-61.256667;19/05/2012
21856;-62.593333;-55.511389;06/04/2022
27946;-63.025;-59.111389;22/06/2022
30756;-62.558333;-55.381667;13/04/2022
31330;-63.63;-60.919444;28/02/2018
11083;-63.206667;-59.258333;27/05/2018
17506;-60.993333;-55.903333;18/12/2018
18213;-63.393333;-60.915;10/06/2012
12853;-63.402778;-61.152778;09/07/2019
8980;-63.216667;-59.053333;21/03/2020
15493;-62.533333;-62.5;12/02/2014
5500;-61.733333;-61.733333;07/02/2014
30299;-61.533333;-61.466667;27/01/2014
18720.5;-63.133333;-58.65;01/05/2013
24979.7;-63.116667;-58.733333;06/06/2013
17368;-62.833333;-62.75;06/01/2014
13775;-63.196667;-59.026667;21/05/2022
16619;-63.63;-60.635;25/05/2022
32089;-62.994722;-58.436667;31/05/2021
9818;-62.786667;-57.293333;21/05/2021
9519;-63.219722;-59.348333;28/05/2018
21069;-61.094722;-56.005;16/12/2018
16227;-64.325;-61.481667;13/05/2012
24111;-63.028333;-59.086111;08/04/2012
21773;-62.81;-57.66;02/05/2019
10074;-63.611667;-61.086667;31/05/2012
8726;-61.291667;-57.288333;12/12/2020
15924;-61.57;-58.621667;07/01/2021
10013;-63.316667;-60.583333;23/04/2014
23160;-62.63;-55.516667;03/04/2022
10091;-63.1;-58.816667;17/03/2014
14815.1;-63.733333;-60.033333;09/06/2013
30219;-63.63;-60.915;20/05/2022
29593;-63.258333;-59.166667;27/05/2022
21281;-63.753333;-59.656667;15/03/2021
20312;-63.316667;-59.433333;08/04/2014
5593;-61.483333;-58.496667;18/01/2013
16739;-63.701667;-59.71;01/04/2021
19495;-63.03;-58.286389;19/05/2018
1273;-62.62;-61.53;10/05/2012
17929;-63.126667;-59.069444;19/05/2019
24978;-62.873333;-57.3;30/04/2019
7126;-60.311389;-57.394722;17/01/2021
15052;-61.7;-61.716667;04/02/2014
23870;-60.031667;-49.416667;12/02/2022
10495.9;-63.133333;-58.766667;07/06/2013
11757;-62.966667;-62.95;05/01/2014
16890;-63.12;-58.826667;22/05/2022
23082;-63.333333;-59.266667;08/04/2014
17805;-63.25;-59.433333;04/04/2014
5408;-61.398333;-57.875;20/01/2013
26890;-63.02;-57.815;01/06/2021
11491;-63.086667;-58.645;02/01/2012
2829;-63.691667;-60.330556;06/04/2012
9910;-62.985;-59.115;18/12/2011
17199;-63.55;-60.366667;11/05/2014
15651;-63.433333;-60.233333;03/05/2014
18041;-63.071667;-58.102778;10/05/2020
55559;-60.406667;-47.585;16/03/2022
30260;-63.228056;-59.8;15/04/2013
15661;-62.866667;-62.9;04/01/2014
20391;-62.605;-54.71;12/04/2022
14484;-61.6;-61.65;16/01/2014
23164;-63.615;-59.5;30/03/2013
36372;-62.796667;-57.431667;16/05/2021
18378;-63.076667;-58.376667;09/05/2021
39730;-63.986667;-60.93;01/05/2021
10825;-63.335;-59.038333;29/12/2011
5378;-62.528333;-61.181667;08/05/2012
21392;-62.998333;-59.671667;15/06/2019
18999;-63.128056;-59.036111;12/05/2019
11563;-61.061389;-56.073333;08/12/2020
23972;-62.583333;-62.55;15/02/2014
27025;-62.935;-57.45;12/06/2022
17057.1;-63.1;-59;02/06/2013
8448;-62.8;-62.783333;13/01/2014
21418;-63.243333;-59.076667;29/05/2022
6058;-63.883333;-60.416667;25/03/2014
10283;-61.528056;-58.423333;17/01/2013
6854;-61.665;-58.509722;11/01/2013
2115;-68.391667;-59.265;13/06/2018
8035;-63.188333;-59.146667;17/05/2018
28976;-63.226667;-59.548333;17/06/2018
37015;-62.808333;-57.47;26/04/2019
1697;-62.55;-61.466667;01/06/2012
3980;-62.774722;-59.505;02/06/2012
13730;-61.516667;-58.371667;09/12/2020
25002;-63.583333;-59.641667;18/03/2020
8990;-62.583333;-62.55;15/02/2014
20510.4;-63.1;-59.016667;02/06/2013
5510;-62.766667;-62.85;13/01/2014
24838;-63.253333;-59.021667;29/05/2022
25144;-63.716667;-59.848333;16/03/2021
14282;-61.528056;-58.416667;17/01/2013
30346;-63.013333;-58.285;28/05/2021
6017;-63.625;-59.631667;02/04/2013
21559;-63.878056;-60.343333;04/04/2021
3154;-63.528056;-59.436111;09/05/2018
27663;-63.223333;-59.476667;17/06/2018
16351;-61.51;-58.355;08/01/2019
9577;-62.571667;-61.518333;01/06/2012
14985;-61.54;-58.475;12/12/2020
9684;-61.346667;-58.346667;17/01/2021
14820;-61.683333;-61.666667;06/02/2014
23966;-62.631667;-55.573333;02/04/2022
28254;-63.633333;-60.906667;25/05/2022
21724;-63.723333;-59.643333;15/03/2021
20942;-63.116667;-59.316667;03/04/2014
19398;-61.444722;-57.875;19/01/2013
29533;-62.873333;-57.405;18/05/2021
4409;-63.244722;-50.925;05/05/2018
12657;-63.016667;-58.078056;19/05/2018
12186;-64.336667;-61.375;14/05/2012
13335;-63.097222;-58.813889;07/04/2012
19843;-63.126667;-59.08;19/05/2019
26803;-62.893333;-57.323333;06/05/2019
2540;-61.905;-59.473333;28/02/2012
11082;-63.416667;-59.983333;30/04/2014
18951;-63.011389;-58.37;08/05/2020
14620;-63.255;-58.896667;16/04/2013
37950;-62.986667;-58.348333;20/06/2022
4619;-62.766667;-62.683333;02/01/2014
19907;-63.193333;-58.561389;23/04/2022
32834;-63.17;-58.666667;25/04/2022
6834;-63.133333;-58.8;22/03/2014
16799;-63.646667;-59.425;29/03/2013
6173;-63.598333;-59.278056;12/05/2018
45069;-63.313333;-59.008333;26/12/2011
28407;-63.166667;-58.926667;15/05/2019
4499;-63.36;-58.861667;28/12/2011
16481;-61.105;-55.986111;21/12/2018
9679;-62.568333;-61.25;07/05/2012
25027;-63.396667;-60.676667;23/06/2019
16748;-63.283333;-59.375;22/05/2019
16989;-63.019444;-58.063333;11/05/2020
3075;-62.9;-58.133333;05/03/2014
15545;-60.541667;-47.778056;26/03/2022
27291;-63.143056;-58.716667;16/04/2013
2639;-62.833333;-62.833333;01/01/2014
18945;-62.646667;-54.815;12/04/2022
47824;-63.166667;-59.011389;02/05/2022
854;-63.15;-58.583333;22/03/2014
8399;-63.659722;-59.49;29/03/2013
1946;-63.285;-59.126667;30/12/2011
23146;-63.503333;-61.683333;01/07/2019
3856;-63.198333;-59.176667;24/12/2011
19583;-61.09;-55.993333;21/12/2018
25034;-62.55;-61.055;08/05/2012
12932;-63.015;-59.002778;08/04/2012
2270;-61.836667;-59.363333;29/02/2012
7069;-61.766667;-61.766667;07/02/2014
18325;-61.616667;-61.516667;26/01/2014
40020.3;-63.116667;-58.916667;06/06/2013
5968;-62.45;-62.55;08/01/2014
17637;-63.241667;-59.048333;22/05/2022
31634;-63.694722;-59.72;18/03/2021
15309;-63.105;-58.444722;31/05/2021
9964;-62.506667;-57.308333;21/05/2021
25862;-63.186111;-59.255;28/05/2018
20594;-61.046667;-56.086111;16/12/2018
20759;-62.526667;-61.405;09/05/2012
21387;-63.241667;-59.883333;08/06/2019
12226;-62.995;-59.198333;09/04/2012
16123;-61.553333;-58.601111;12/12/2020
13504;-61.302778;-57.406667;08/01/2021
19081;-61.55;-61.566667;24/01/2014
16503.7;-63.716667;-59.9;09/06/2013
23600;-63.126667;-58.788333;23/05/2022
1598;-61.478056;-58.466667;18/01/2013
17180;-63.705;-59.673333;01/04/2021
14555;-63.03;-58.286389;19/05/2018
12695;-62.685;-61.721667;04/05/2012
14098;-63.019444;-58.883333;08/05/2019
24653;-62.86;-57.3;30/04/2019
3740;-62.601667;-61.721667;24/05/2012
7125;-63.4;-60.583333;26/04/2014
21559;-63.383333;-60.033333;30/04/2014
28322;-63.026667;-58.26;17/05/2020
10421;-62.55;-62.5;16/02/2014
27445;-62.685;-55.235;19/04/2022
46220;-63.211389;-59.065;02/05/2022
17699;-63.321667;-59.335;29/05/2022
8624;-64.166667;-61.166667;01/04/2014
4617;-61.691667;-58.1;23/01/2013
33089;-63.84;-60.303333;11/04/2021
8923;-63.521667;-59.461389;12/05/2018
32673;-63.453056;-59.188333;07/06/2018
13303;-63.173333;-59.071667;16/05/2019
13751;-61.055;-55.975;14/12/2018
10226;-63.383333;-59.916667;02/05/2014
15672;-62.978056;-57.919444;11/05/2020
29665;-63.033333;-58.248333;17/05/2020
17035;-63.14;-59.363333;11/04/2013
17810;-62.751667;-55.326667;19/04/2022
32223;-63.203333;-59.01;02/05/2022
6362;-64.316667;-61.416667;28/03/2014
13849;-61.608333;-57.641667;23/01/2013
13899;-63.616667;-59.2;30/03/2013
16718;-62.756667;-57.486667;17/05/2021
12712;-63.623333;-60.925;27/04/2021
12381;-63.502778;-59.461389;05/05/2018
32890;-63.458333;-59.136111;08/06/2018
24902;-63.125;-59.24;26/05/2018
6498;-63.827778;-61.548333;19/04/2012
12298;-64.338333;-61.355;13/05/2012
30335;-62.925;-59.11;17/04/2019
15219;-61.666667;-61.65;05/02/2014
27108.6;-63.2;-58.966667;08/06/2013
20503;-63.083333;-58.586667;20/04/2022
11505;-63.333333;-59.5;09/04/2014
21700;-61.391667;-57.998333;21/01/2013
23603;-62.84;-58.253333;28/05/2021
18697;-63.025;-57.913333;02/06/2021
4314;-63.378056;-59.288333;15/05/2018
21401;-62.553333;-61.393333;12/05/2012
2500;-63.135;-58.885;05/01/2012
26097;-62.994722;-60.205;11/06/2019
15904;-63.386667;-61.453333;04/07/2019
14672;-61.531667;-58.521667;13/12/2020
18890;-61.37;-57.988333;09/01/2021
16688;-63.3;-60.533333;23/04/2014
9970;-61.75;-61.716667;05/02/2014
25699;-62.656667;-55.613333;02/04/2022
16503.7;-63.783333;-60.3;09/06/2013
9496;-63.07;-58.893333;25/05/2022
26549;-63.25;-59.433333;09/04/2014
20955;-63.005;-58.153056;19/05/2018
5457;-62.606667;-61.53;10/05/2012
21159;-62.683333;-61.7;04/05/2012
20875;-63.066667;-59.251667;20/12/2011
11427;-63.385;-60.881667;09/06/2012
34159;-62.94;-57.443333;01/05/2019
10569;-62.708333;-59.341667;03/06/2012
22222;-61.336111;-57.676667;04/01/2021
10527;-63.153333;-58.638333;20/05/2020
9970;-61.65;-61.666667;05/02/2014
39264;-63.083333;-58.9;05/06/2013
6807;-62.9;-62.9;05/01/2014
19340;-63.081667;-58.596667;20/04/2022
24304;-61.35;-57.85;21/01/2013
40451;-63.006667;-58.265;29/05/2021
20022;-63.03;-57.88;02/06/2021
15717;-63.633333;-59.519722;03/04/2013
26420;-63.896667;-60.391667;07/04/2021
9714;-63.343333;-59.523056;15/05/2018
10058;-62.59;-61.53;11/05/2012
18168;-62.538333;-61.475;26/05/2012
7879;-61.378056;-57.88;12/01/2021
16603;-62.623333;-55.611389;02/04/2022
17709;-61.516667;-61.533333;28/01/2014
27513;-63.058333;-59.16;22/06/2022
33930;-62.651667;-55.288333;14/04/2022
16787;-63.1;-58.94;23/05/2022
15078;-63.1;-59.233333;03/04/2014
5403;-63.575;-61.84;29/06/2019
21491;-62.85;-59.052778;15/04/2019
21125;-62.886667;-57.355;30/04/2019
9661;-62.563333;-61.686667;24/05/2012
13000;-61.616667;-61.7;28/01/2014
12324;-63.138333;-58.84;17/04/2013
29336;-62.576667;-55.401667;07/04/2022
30173;-62.573333;-55.253333;13/04/2022
16754;-63.166667;-59;03/04/2014
29545;-63.186389;-59.231667;27/05/2018
23753;-61.043333;-55.823333;18/12/2018
16464;-63.08;-59.12;23/12/2011
28776;-63.906667;-61.069444;24/06/2019
27705;-63.071667;-60.213333;10/06/2019
6770;-63.681667;-61.148333;12/06/2012
31037;-62.915;-57.4;27/04/2019
19208;-63.165;-58.671667;11/05/2019
18524;-62.555;-61.56;25/05/2012
17558;-63.533333;-61.708333;11/07/2019
12783;-63.4;-60.166667;02/05/2014
14223;-62.988333;-57.88;11/05/2020
28456;-63.026667;-58.238333;17/05/2020
49532;-60.494722;-48.094722;18/03/2022
17637;-63.121667;-59.403056;12/04/2013
5516;-63.15;-63.133333;01/01/2014
12349;-61.583333;-61.6;17/01/2014
13849;-61.594722;-57.909722;23/01/2013
3428;-61.73;-58.516667;11/01/2013
2780;-63.583333;-59.586389;30/03/2013
19314;-63.461389;-59.152778;08/06/2018
24142;-63.105;-59.033333;25/05/2018
2046;-63.828333;-60.311667;18/04/2012
27832;-63.138333;-58.936111;15/05/2019
12610;-62.561667;-61.268333;08/05/2012
10170;-63.183333;-59.07;21/05/2019
16815;-63.668333;-61.211667;11/06/2012
26717;-63.41;-61.431667;13/07/2019
13160;-63.3;-60.55;25/04/2014
18294;-63.026667;-58.886667;12/05/2020
9244;-61.566667;-61.55;21/01/2014
19881;-64.333333;-61.233333;28/03/2014
8112;-61.355;-57.656667;20/01/2013
6182;-61.809722;-58.859722;09/01/2013
19480;-64.231667;-61.219722;09/03/2018
1459;-63.795;-60.416667;15/04/2012
22664;-63.596667;-61.619444;28/06/2019
19421;-62.873333;-59.511389;14/06/2019
34277;-62.913333;-59.01;17/04/2019
29588;-62.911389;-59.34;18/04/2019
3419;-62.568333;-61.566667;05/06/2012
28660;-62.538333;-61.131667;18/05/2012
11472;-63.044722;-58.8;13/05/2020
5990;-62.916667;-61.616667;03/03/2014
10456;-63.133333;-58.733333;16/03/2014
13041;-61.533333;-61.6;22/01/2014
16683;-64.316667;-61.45;29/03/2014
16165;-61.375;-57.638333;19/01/2013
13200;-61.796667;-58.796667;10/01/2013
8054;-63.515;-59.406667;06/04/2013
21958;-63.744722;-60.506667;18/04/2021
33287;-63.894722;-60.515;06/04/2021
14772;-63.825;-60.477778;15/04/2012
2300;-62.733333;-61.685;02/05/2012
11741;-63.138333;-58.623333;02/01/2012
21293;-63.21;-59.863333;08/06/2019
2002;-63.625;-61.306667;11/06/2012
10157;-63.28;-60.919444;10/07/2019
27404;-63.383333;-60.4;28/04/2014
23730;-63.044722;-58.375;18/05/2020
12159;-62.566667;-62.55;16/02/2014
26140;-63.183333;-58.8;16/03/2014
22919;-62.696667;-55.305;19/04/2022
24662;-63.281667;-59.26;28/05/2022
20698;-64.116667;-61.15;01/04/2014
7601;-61.65;-58.009722;22/01/2013
11012;-61.575;-58.356667;16/01/2013
24708;-63.148333;-58.851667;03/06/2021
32950;-63.891667;-60.373333;11/04/2021
36053;-63.453056;-59.116667;05/06/2018
12575;-61.061389;-55.976667;14/12/2018
29982;-62.981667;-57.808333;03/05/2020
15935;-63.003333;-57.958333;11/05/2020
17544;-63.316667;-58.85;16/04/2013
47485;-63.076667;-57.755;11/06/2022
3811;-62.833333;-62.8;01/01/2014
16775;-62.646667;-55.211389;12/04/2022
901;-63.016667;-58.883333;21/03/2014
8376;-63.283333;-59.283333;03/04/2014
12599;-63.561389;-59.394722;29/03/2013
14904;-63.186389;-59.252778;27/05/2018
3789;-63.318333;-58.976667;28/12/2011
10994;-63.243333;-59.158333;25/12/2011
16579;-61.098333;-55.969444;21/12/2018
8785;-63.271667;-59.369444;21/05/2019
12372;-63.32;-61.28;07/07/2019
23184;-62.490278;-59.208889;29/05/2012
24994;-63.365;-61.423333;02/07/2019
5500;-61.7;-61.583333;09/02/2014
30057;-62.663333;-55.78;31/03/2022
47485;-62.998333;-57.415;12/06/2022
18784;-63;-63.033333;03/01/2014
20748;-63.233333;-59.06;06/05/2022
18107;-61.566667;-61.566667;20/01/2014
26089;-63.323333;-59.1;07/06/2022
6345;-63.116667;-58.9;23/03/2014
7387;-63.491667;-59.419444;06/05/2018
1669;-63.623333;-61.113333;01/03/2018
20533;-63.033333;-58.846667;21/12/2011
15231;-60.983333;-55.903333;17/12/2018
17115;-61.071667;-55.988333;22/12/2018
4728;-63.013333;-59.015;15/12/2011
26794;-62.976667;-60.173333;11/06/2019
27171;-62.843333;-57.352778;28/04/2019
2113;-62.543333;-61.128333;22/05/2012
16835;-63;-58.431667;10/05/2019
17813;-63.416667;-60.516667;26/04/2014
24939;-63.038333;-58.266667;18/05/2020
11414;-61.6;-61.616667;08/02/2014
32850;-62.588333;-55.686667;17/04/2022
12168;-61.34;-57.598333;20/01/2013
20464;-63.033333;-58.748333;02/06/2021
26948;-63.844722;-60.311389;09/04/2021
30297;-62.855;-57.344722;22/05/2021
7442;-63.255;-50.96;05/05/2018
4783;-64.33;-61.473333;13/05/2012
14452;-63.286389;-60.936389;10/06/2012
22276;-62.94;-57.923333;03/05/2020
14620;-63.141667;-58.758333;16/04/2013
3309;-62.833333;-62.783333;01/01/2014
29298;-62.681667;-55.225;13/04/2022
2154;-64.283333;-61.3;26/03/2014
17699;-63.333333;-59.466667;09/04/2014
20162;-63.488333;-61.571667;30/06/2019
8663;-63.513333;-58.713333;17/05/2019
20731;-63.191667;-58.871667;14/05/2019
20981;-63.608333;-61.143333;23/06/2019
21758;-63.03;-58.256667;19/05/2020
6284;-61.683333;-61.683333;07/02/2014
21189;-62.658333;-55.436667;16/04/2022
12631;-63.416667;-59.516667;07/04/2014
10416;-61.373333;-57.833333;21/01/2013
20906;-63.03;-58.691667;02/06/2021
26663;-63.823333;-60.4;09/04/2021
25658;-63.881667;-60.344722;04/04/2021
15430;-63.086111;-58.188333;20/05/2018
12481;-63.575;-60.888333;17/05/2019
22204;-64.318333;-61.53;12/05/2012
2802;-62.531667;-61.47;27/05/2012
17774;-63.416667;-60.383333;27/04/2014
16223;-63.35;-59.816667;29/04/2014
22800;-63.08;-58.191667;19/05/2020
20273;-63.008333;-57.986111;04/05/2020
25695;-63.043333;-58.269444;18/05/2020
44885;-60.491667;-48.136667;19/03/2022
21220;-63.133333;-59.2;11/04/2013
10331;-62.366667;-62.533333;03/01/2014
31958;-63.153333;-58.58;25/04/2022
6306;-63.116667;-58.566667;18/03/2014
24715;-63.828056;-60.271667;10/04/2021
13128;-62.815;-57.091667;23/05/2021
1186;-63.505556;-60.713889;12/04/2012
18859;-61.031667;-56.038333;02/01/2019
25922;-62.843333;-59.356667;15/06/2019
17827;-63.523333;-61.202778;27/06/2019
18673;-63.5;-60.35;08/05/2014
11290;-63.09;-58.796667;20/05/2020
18689;-63.031667;-58.786111;12/05/2020
2373;-62.433333;-57.316667;15/03/2014
18599;-63.238333;-58.988333;23/04/2022
6362;-64.35;-61.25;28/03/2014
3080;-61.744722;-58.83;10/01/2013
11394;-63.506667;-59.556667;05/04/2013
23807;-63.876667;-60.513333;07/04/2021
8870;-63.209444;-59.343333;10/03/2018
4865;-64.313889;-61.355556;20/04/2012
10395;-63.778333;-60.388889;15/04/2012
12616;-61.653333;-58.541667;09/01/2019
2070;-62.746667;-61.765;02/05/2012
36481;-62.875;-59.165;17/04/2019
21120;-61.596667;-58.37;04/01/2021
9880;-61.683333;-61.7;06/02/2014
30738.2;-63.15;-58.933333;07/06/2013
19803;-62.933333;-62.95;05/01/2014
29023;-63.598333;-60.82;20/05/2022
22124;-63.283333;-59.366667;09/04/2014
16841;-63.333333;-59.266667;07/04/2014
10140;-61.341667;-57.581667;20/01/2013
25224;-63.133333;-58.65;18/03/2014
25694;-63.894722;-60.411389;07/04/2021
15123;-63.171667;-58.853333;14/05/2019
24041;-63.166667;-59.566667;07/06/2019
20174;-62.936111;-59.46;19/04/2019
27231;-64.005;-62.202778;23/03/2020
6875;-61.6;-61.6;09/02/2014
30203;-62.68;-55.88;31/03/2022
30752;-62.981667;-57.473333;19/06/2022
10331;-62.533333;-62.516667;03/01/2014
7582;-61.55;-61.566667;19/01/2014
11099;-63.313333;-59.083333;07/06/2022
19036;-63.116667;-58.783333;23/03/2014
17947;-64.316667;-61.516667;26/03/2014
1599;-63.151667;-59.058333;26/05/2021
13050;-62.79;-57.418333;19/05/2021
11692;-63.241667;-59.43;29/05/2018
22259;-61.019444;-55.956667;17/12/2018
8210;-63.015;-58.978333;22/12/2011
4567;-64.665;-62.12;15/05/2012
13030;-62.99;-59.168333;16/12/2011
32325;-63.083333;-59.26;19/12/2011
2270;-61.85;-59.345;29/02/2012
21205;-62.963333;-59.716667;21/04/2019
26386;-63.123333;-58.77;11/05/2019
7813;-61.54;-58.543333;13/12/2020
17813;-63.416667;-60.45;26/04/2014
24033;-63.031667;-58.255;18/05/2020
11414;-61.683333;-61.683333;08/02/2014
28508;-62.661389;-55.336667;17/04/2022
9897;-63.483333;-60.3;02/04/2014
13020;-61.406667;-58.131667;21/01/2013
28119;-63.031667;-58.698333;02/06/2021
26805;-63.848333;-60.344722;09/04/2021
24499;-63.92;-60.458333;04/04/2021
18322;-63.476667;-59.08;06/06/2018
11505;-63.586667;-60.611389;17/05/2019
9570;-62.66;-61.575;03/05/2012
2270;-61.851667;-59.516667;29/02/2012
4387;-63.35;-60.45;25/04/2014
22148;-63.031667;-58.273333;19/05/2020
7456;-61.65;-61.6;31/01/2014
33838.5;-63.15;-58.95;08/06/2013
19921;-63.108333;-58.56;20/04/2022
30752;-63.688333;-59.698333;18/03/2021
21051;-63.416667;-59.466667;07/04/2014
13888;-61.365;-57.808333;21/01/2013
29002;-63.035;-58.693333;02/06/2021
24823;-63.938333;-60.588333;07/04/2021
4085;-63.255;-58.94;02/05/2021
14210;-63.619444;-59.573333;08/04/2018
1119;-63.55;-59.444722;04/05/2018
13445;-63.45;-59.15;07/06/2018
1156;-62.045;-60.161667;08/01/2012
19678;-63.06;-60.276667;20/06/2019
18817;-63.688333;-61.221667;11/06/2012
13155;-63.325;-61.306667;07/07/2019
18641;-63.39;-61.328056;04/07/2019
22450;-63.55;-60.35;10/05/2014
8407;-63.033333;-63.05;30/12/2013
8535;-63.148333;-58.998333;05/05/2022
16639;-61.55;-61.55;21/01/2014
10922;-64.316667;-61.733333;27/03/2014
8805;-63.636111;-59.506667;06/05/2018
16716;-63.883333;-60.463333;16/04/2012
11904;-61.038333;-56.088333;01/01/2019
17367;-60.944722;-55.836111;23/12/2018
13955;-63.06;-60.056667;22/06/2019
23987;-62.958333;-60.181667;11/06/2019
11358;-62.685;-59.291667;03/06/2012
26565;-62.844722;-57.494722;29/04/2019
19270;-62.991667;-58.048333;25/04/2019
10375;-63.008333;-59.069444;20/05/2020
9908;-63.056667;-58.811389;13/05/2020
19907;-63.206667;-59.068333;23/04/2022
13520;-61.355;-57.615;20/01/2013
5280;-61.746667;-58.84;10/01/2013
20319;-64.29;-61.286111;09/03/2018
5471;-63.83;-60.483333;15/04/2012
2044;-63.631667;-61.498333;28/06/2019
12459;-64.236667;-61.358333;06/05/2012
31641;-62.898333;-58.97;17/04/2019
11572;-63.336667;-61.119444;07/07/2019
16057;-63.403333;-61.336667;04/07/2019
22589;-61.33;-57.608333;04/01/2021
14820;-61.7;-61.683333;06/02/2014
14585;-61.483333;-61.583333;28/01/2014
30738.3;-63.183333;-58.966667;07/06/2013
