lon,lat,course,timestamp,speed
6.4473883333,62.5929033333,166.5,2019-01-01 21:08:33+00:00,0.0
6.4473966667,62.592925,182.7,2019-01-02 09:50:40+00:00,0.0
6.4473816667,62.5929133333,160.5,2019-01-02 22:17:46+00:00,0.0
6.4473933333,62.592915,179.8,2019-01-03 10:47:53+00:00,0.0
6.4473566667,62.592905,148.2,2019-01-03 23:12:00+00:00,0.0
6.4473733333,62.5929166667,183.4,2019-01-04 11:48:06+00:00,0.0
6.4510566667,62.628775,9.2,2019-01-04 20:31:10+00:00,4.0
6.53795,62.631305,75.3,2019-01-04 22:15:11+00:00,17.7
6.8012833333,62.6683383333,222.8,2019-01-05 01:00:08+00:00,1.4
6.5191416667,62.7038716667,19.9,2019-01-05 03:00:05+00:00,18.4
6.4467616667,62.6312233333,161.1,2019-01-05 06:20:02+00:00,0.5
6.4529733333,62.6577633333,196.1,2019-01-05 11:36:51+00:00,4.7
6.4611066667,62.6427116667,215.4,2019-01-05 14:48:32+00:00,1.4
6.4876416667,62.6545683333,50.1,2019-01-05 20:50:12+00:00,0.5
6.4907016667,62.6249516667,73.7,2019-01-06 01:10:02+00:00,14.1
6.60342,62.7404216667,22.2,2019-01-06 03:16:32+00:00,18.4
6.9183783333,62.69297,65.1,2019-01-06 04:40:19+00:00,17.6
6.472265,62.62727,11.5,2019-01-06 07:21:00+00:00,0.7
6.468335,62.6460766667,201.1000061035,2019-01-06 08:53:34+00:00,5.5
6.4735566667,62.649975,199.9,2019-01-06 14:15:44+00:00,0.1
6.5015133333,62.677825,198.6000061035,2019-01-06 16:58:36+00:00,8.8000001907
6.51638,62.6881583333,45.3,2019-01-06 19:15:51+00:00,1.7
6.524425,62.7180533333,310.6,2019-01-06 20:45:51+00:00,10.8
6.4617466667,62.67176,243.5,2019-01-06 22:07:26+00:00,10.9
6.5654516667,62.743075,222.7,2019-01-07 00:25:46+00:00,11.8
6.4716633333,62.654735,196.0,2019-01-07 04:50:08+00:00,8.4
6.4473516667,62.5929216667,169.6,2019-01-07 12:16:31+00:00,0.1
6.4473616667,62.5929166667,194.7,2019-01-07 23:37:37+00:00,0.0
6.447395,62.5929233333,175.4,2019-01-08 10:25:43+00:00,0.0
6.4473766667,62.5929116667,217.2,2019-01-08 23:10:50+00:00,0.0
6.4473716667,62.5929233333,187.7,2019-01-09 10:16:56+00:00,0.0
6.4473833333,62.59291,100.2,2019-01-09 22:26:02+00:00,0.0
6.4473883333,62.5929183333,166.3,2019-01-10 10:41:09+00:00,0.0
6.4473466667,62.5929266667,180.1000061035,2019-01-10 22:59:16+00:00,0.0
6.4473583333,62.59293,97.2,2019-01-11 11:26:22+00:00,0.0
6.4475433333,62.5931216667,27.9,2019-01-11 23:41:29+00:00,0.6
6.489695,62.69016,37.4000015259,2019-01-12 02:56:26+00:00,0.8000000119
6.5739666667,62.7073433333,205.3999938965,2019-01-12 04:25:18+00:00,16.7999992371
6.504465,62.713805,86.1,2019-01-12 07:43:03+00:00,0.1
6.4541666667,62.6292483333,83.6,2019-01-12 09:55:13+00:00,1.5
6.4859583333,62.6494333333,214.0,2019-01-12 11:30:10+00:00,8.5
6.4945566667,62.6531633333,18.0,2019-01-12 13:05:05+00:00,9.8999996185
6.4645616667,62.627295,82.0999984741,2019-01-12 14:11:27+00:00,1.7000000477
6.1443266667,62.5167433333,189.0,2019-01-12 15:41:51+00:00,9.5
5.8902433333,62.45518,306.1,2019-01-12 17:15:47+00:00,1.2
5.8223033333,62.4738566667,108.0,2019-01-12 21:47:56+00:00,1.8999999762
5.9149333333,62.4375433333,87.5,2019-01-13 02:21:07+00:00,4.4
6.1263133333,62.3626266667,15.7,2019-01-13 06:06:37+00:00,0.1
6.2022883333,62.3792433333,282.5,2019-01-13 09:02:17+00:00,2.0
6.1530733333,62.36951,291.5,2019-01-13 13:40:07+00:00,3.0
6.0701533333,62.47694,48.8,2019-01-13 15:26:03+00:00,16.4
6.4657683333,62.6813066667,38.5,2019-01-13 16:44:03+00:00,17.1000003815
6.4981383333,62.6791633333,168.2,2019-01-13 19:05:23+00:00,1.8
6.44808,62.5933583333,199.7,2019-01-13 21:26:22+00:00,0.6
6.4473766667,62.5929383333,197.4,2019-01-14 09:59:36+00:00,0.0
6.4473983333,62.592925,173.8,2019-01-14 20:23:42+00:00,0.0
6.4474066667,62.5929433333,178.6,2019-01-15 08:53:49+00:00,0.0
6.4473916667,62.5929366667,169.6,2019-01-15 20:59:55+00:00,0.0
6.4474,62.5929233333,189.5,2019-01-16 09:27:02+00:00,0.0
6.4473866667,62.5929183333,187.1,2019-01-16 21:57:08+00:00,0.0
6.4473766667,62.592925,160.3,2019-01-17 10:30:15+00:00,0.0
6.4343283333,62.63284,48.2,2019-01-17 16:32:04+00:00,3.8
6.1548583333,62.5928433333,148.6999969482,2019-01-17 17:44:31+00:00,15.6000003815
6.1239466667,62.448525,76.2,2019-01-17 18:35:03+00:00,13.7
6.1514683333,62.46915,212.2,2019-01-18 03:52:16+00:00,0.0
6.15146,62.4691516667,197.8000030518,2019-01-18 16:01:24+00:00,0.0
6.1514666667,62.469135,167.6999969482,2019-01-19 04:22:30+00:00,0.0
6.15856,62.452315,235.3,2019-01-19 12:05:09+00:00,9.3
6.1936216667,62.5659366667,46.0,2019-01-19 13:00:49+00:00,13.6999998093
6.4473433333,62.5929033333,182.8,2019-01-19 19:29:46+00:00,0.0
6.4473733333,62.59291,110.4000015259,2019-01-20 08:02:54+00:00,0.0
6.447365,62.5929033333,188.1999969482,2019-01-20 20:27:01+00:00,0.0
6.4473666667,62.5929166667,180.7,2019-01-21 08:51:06+00:00,0.0
6.4473883333,62.5929066667,251.6,2019-01-21 21:18:13+00:00,0.0
6.4473733333,62.59292,162.6,2019-01-22 09:33:20+00:00,0.0
6.4473833333,62.5929016667,173.3000030518,2019-01-22 22:30:27+00:00,0.0
6.447365,62.592915,172.8,2019-01-23 11:51:34+00:00,0.0
6.4473733333,62.592915,266.299987793,2019-01-24 00:36:41+00:00,0.0
6.4473716667,62.592915,194.9,2019-01-24 13:15:47+00:00,0.0
6.44737,62.59291,33.2,2019-01-25 02:15:54+00:00,0.0
6.4473883333,62.592915,240.4,2019-01-25 14:43:01+00:00,0.0
6.4473833333,62.5929183333,213.2,2019-01-26 03:22:07+00:00,0.0
6.44737,62.5929166667,227.5,2019-01-26 16:19:15+00:00,0.0
6.4473816667,62.5929116667,235.5,2019-01-27 04:58:22+00:00,0.0
6.44737,62.59292,322.299987793,2019-01-27 18:10:29+00:00,0.0
6.4473733333,62.5929116667,203.1999969482,2019-01-28 07:28:36+00:00,0.0
6.4473966667,62.592915,205.1000061035,2019-01-28 20:25:43+00:00,0.0
6.4473883333,62.5929183333,159.6999969482,2019-01-29 09:08:03+00:00,0.0
6.4473883333,62.5929083333,256.700012207,2019-01-29 21:26:10+00:00,0.0
6.447395,62.59291,172.6000061035,2019-01-30 10:08:16+00:00,0.0
6.4473733333,62.59291,207.5,2019-01-30 22:47:23+00:00,0.0
6.4473966667,62.592915,180.3000030518,2019-01-31 11:26:30+00:00,0.0
6.447395,62.5929083333,24.0,2019-01-31 23:50:35+00:00,0.0
6.4474033333,62.592905,178.3999938965,2019-02-01 12:23:43+00:00,0.1000000015
6.4473766667,62.5929166667,192.8999938965,2019-02-02 00:08:49+00:00,0.0
6.4473983333,62.59291,201.7,2019-02-02 13:29:56+00:00,0.0
6.44784,62.61345,319.9,2019-02-02 21:40:35+00:00,6.8
6.134565,62.4925316667,226.6,2019-02-02 22:52:01+00:00,11.7
4.7908516667,62.1637566667,205.6,2019-02-03 02:13:07+00:00,12.6
4.4373566667,61.37498,181.2,2019-02-03 06:04:37+00:00,13.2
4.8843816667,60.63436,166.1,2019-02-03 09:40:26+00:00,14.3
5.0291733333,60.418765,311.799987793,2019-02-03 12:22:50+00:00,0.200000003
5.0130033333,60.4155583333,150.4,2019-02-03 19:01:47+00:00,0.0
5.0130133333,60.41556,189.7,2019-02-04 07:13:53+00:00,0.0
5.0342233333,60.4142416667,108.2,2019-02-04 12:35:53+00:00,0.0
5.03419,60.4143316667,331.6000061035,2019-02-04 16:52:44+00:00,0.1000000015
5.19376,60.3282483333,173.2,2019-02-04 18:14:12+00:00,7.8
5.0159483333,60.14477,253.7,2019-02-04 19:33:55+00:00,17.0
4.81738,59.7084866667,181.9,2019-02-04 21:47:28+00:00,3.9
4.71439,59.2063533333,140.9,2019-02-05 02:44:09+00:00,5.2
5.2035183333,59.0766033333,64.8000030518,2019-02-05 06:20:47+00:00,6.5999999046
4.9680333333,58.992135,217.1000061035,2019-02-05 08:42:48+00:00,12.3000001907
4.8358066667,58.8231433333,246.4,2019-02-05 12:10:18+00:00,1.0
5.0368766667,58.96182,47.1,2019-02-05 14:20:08+00:00,3.2
4.92868,58.945345,200.8,2019-02-05 17:37:39+00:00,13.8
3.8858183333,56.5410166667,185.3000030518,2019-02-06 04:41:25+00:00,13.0
2.6312183333,52.8080783333,179.8,2019-02-06 22:10:26+00:00,12.2
2.65326,52.26245,179.0,2019-02-07 01:11:01+00:00,11.3999996185
2.106055,51.59945,221.3999938965,2019-02-07 05:39:48+00:00,11.1000003815
1.36,51.025415,231.1000061035,2019-02-07 09:19:38+00:00,12.6000003815
-0.684115,50.40217,253.9,2019-02-07 16:50:38+00:00,15.1
-3.0681,49.942215,241.3999938965,2019-02-08 01:32:47+00:00,13.3000001907
-5.0793766667,49.2076366667,237.8000030518,2019-02-08 11:15:24+00:00,7.9000000954
-6.875,47.6210766667,212.5,2019-02-09 03:29:05+00:00,9.1999998093
-8.39896,44.5652266667,182.5,2019-02-09 23:40:09+00:00,5.5
-8.4577766667,44.01564,182.9,2019-02-10 04:05:26+00:00,10.2
-8.4286283333,43.4369983333,1.7000000477,2019-02-10 08:12:48+00:00,3.9000000954
-8.3215283333,43.420515,283.4,2019-02-10 09:50:31+00:00,13.1
-9.9617333333,43.4430133333,220.0,2019-02-10 16:05:39+00:00,13.8
-10.853035,40.9671733333,195.3999938965,2019-02-11 03:18:53+00:00,14.1999998093
-12.3172933333,37.0329466667,195.1999969482,2019-02-11 20:33:36+00:00,14.1000003815
-13.690933333333334,33.119973333333334,194.2,2019-02-12 13:31:04+00:00,14.0
-14.72964,30.0387366667,196.1999969482,2019-02-13 03:04:12+00:00,14.5
-15.3667466667,28.13187,214.3,2019-02-13 11:15:36+00:00,6.5
-15.3972516667,28.0920233333,181.3999938965,2019-02-13 16:53:19+00:00,0.3000000119
-15.396975,28.0921733333,105.3000030518,2019-02-14 02:38:27+00:00,0.200000003
-15.3974,28.092175,24.7000007629,2019-02-14 09:56:29+00:00,0.6000000238
-15.360315,28.1008233333,76.0,2019-02-14 15:13:31+00:00,6.0
-15.2670483333,28.099575,69.0,2019-02-14 20:16:00+00:00,0.200000003
-15.2939116667,28.05073,139.8999938965,2019-02-15 02:54:25+00:00,14.8999996185
-16.1868266667,26.07048,208.4,2019-02-15 11:55:24+00:00,14.5
-17.4845066667,23.5438766667,203.1,2019-02-15 23:26:40+00:00,14.3
-18.4962816667,21.429745,193.1999969482,2019-02-16 09:27:34+00:00,5.6999998093
-19.291185,19.8787016667,200.1999969482,2019-02-16 16:57:05+00:00,14.8000001907
-20.3202433333,17.1222616667,199.6999969482,2019-02-17 05:18:04+00:00,14.1000003815
-22.2562333333,15.4474133333,238.0,2019-02-17 16:30:52+00:00,14.5
-23.4972066667,14.8979783333,327.3,2019-02-17 22:34:47+00:00,0.7
-23.4973833333,14.89819,80.0999984741,2019-02-18 00:35:52+00:00,0.1000000015
-23.4973633333,14.89816,53.7999992371,2019-02-18 08:04:16+00:00,0.1000000015
-23.49687,14.8982766667,127.2,2019-02-18 12:50:10+00:00,0.1
-23.777345,13.95514,197.3000030518,2019-02-18 17:16:09+00:00,14.8999996185
-24.8018916667,10.63281,195.8999938965,2019-02-19 07:28:39+00:00,14.3000001907
-25.7250933333,7.5950133333,196.9,2019-02-19 20:23:07+00:00,14.1
-26.585455,4.7237983333,197.0,2019-02-20 08:52:34+00:00,14.0
-27.1220683333,3.04839,195.8000030518,2019-02-20 16:33:44+00:00,14.0
-27.30647,2.4213333333,227.5,2019-02-20 21:14:37+00:00,2.9000000954
-27.3892816667,2.2501533333,193.3,2019-02-20 23:36:05+00:00,14.1
-28.1927466667,-0.61912,196.7,2019-02-21 12:05:58+00:00,14.3
-29.132275,-3.7643416667,195.3000030518,2019-02-22 01:41:14+00:00,15.0
-29.9846666667,-6.5872266667,196.0,2019-02-22 14:05:11+00:00,14.4
-30.85201,-9.4564466667,196.3999938965,2019-02-23 02:52:42+00:00,14.0
-31.80487,-12.5701833333,197.3999938965,2019-02-23 16:40:52+00:00,13.8000001907
-32.7224533333,-15.53976,195.4,2019-02-24 05:33:03+00:00,14.8
-33.6426583333,-18.4880716667,197.1000061035,2019-02-24 18:04:19+00:00,14.6999998093
-34.6277716667,-21.2679533333,203.3999938965,2019-02-25 06:28:38+00:00,14.1000003815
-36.0071466667,-23.9901866667,206.5,2019-02-25 18:50:18+00:00,15.0
-37.4025866667,-26.6139466667,205.9,2019-02-26 07:23:13+00:00,13.3
-38.84343,-29.1777983333,204.1999969482,2019-02-26 20:07:48+00:00,12.1999998093
-40.205665,-31.4955016667,203.8999938965,2019-02-27 08:18:16+00:00,11.6000003815
-41.08974,-32.9217783333,207.0,2019-02-27 16:53:17+00:00,12.8000001907
-42.61304,-35.2706666667,208.5,2019-02-28 05:49:58+00:00,13.3
-43.8807866667,-37.1127766667,208.1000061035,2019-02-28 17:00:39+00:00,11.1999998093
-45.3634933333,-39.1450666667,211.9,2019-03-01 04:19:43+00:00,11.9
-46.587185,-40.7093866667,219.8999938965,2019-03-01 14:52:18+00:00,3.0999999046
-47.92352,-42.34872,215.8,2019-03-02 00:29:44+00:00,11.3
-49.5274466667,-44.1643133333,215.1000061035,2019-03-02 10:22:36+00:00,13.5
-51.79697,-46.543885,216.5,2019-03-02 23:52:58+00:00,11.3000001907
-54.046985,-48.6645333333,218.8999938965,2019-03-03 11:51:32+00:00,13.5
-56.6419733333,-50.8570133333,218.1,2019-03-04 00:38:04+00:00,13.1
-57.7766433333,-51.6650733333,264.700012207,2019-03-04 06:09:41+00:00,5.0999999046
-57.79192,-51.66576,98.7,2019-03-04 14:40:42+00:00,5.2
-57.826185,-51.6701433333,199.0,2019-03-04 17:36:40+00:00,0.1000000015
-57.82479,-51.6696466667,121.3000030518,2019-03-04 23:45:44+00:00,0.200000003
-57.8245133333,-51.669305,326.299987793,2019-03-05 05:42:47+00:00,0.0
-57.6054183333,-51.6826866667,143.1000061035,2019-03-05 09:03:52+00:00,14.6999998093
-54.691555,-54.1274816667,143.5,2019-03-05 21:34:56+00:00,14.0
-51.895955,-56.3382216667,145.0,2019-03-06 09:00:01+00:00,15.1999998093
-50.0709066667,-57.7224533333,146.4,2019-03-06 15:56:12+00:00,13.9
-48.0031466667,-59.2209066667,141.5,2019-03-06 23:42:16+00:00,14.0
-46.4529333333,-60.36144,136.3,2019-03-07 06:15:03+00:00,10.4
-46.32338,-60.3893216667,15.5,2019-03-07 09:15:18+00:00,2.0
-46.0622666667,-60.4250133333,250.8,2019-03-07 11:52:21+00:00,4.8
-46.0408,-60.4370666667,266.8,2019-03-07 13:21:32+00:00,3.2
-45.9987466667,-60.4351733333,40.0,2019-03-07 15:28:42+00:00,3.0
-45.8148533333,-60.4393866667,41.5,2019-03-07 17:45:26+00:00,4.9
-45.5254133333,-60.4844,126.4,2019-03-07 20:23:07+00:00,5.2
-45.45344,-60.5258666667,95.0,2019-03-08 02:13:03+00:00,0.1
-45.45387,-60.5258016667,338.8999938965,2019-03-08 08:03:00+00:00,0.6000000238
-45.5075733333,-60.5055733333,319.6,2019-03-08 10:38:22+00:00,3.9
-45.69904,-60.4352266667,271.3,2019-03-08 13:19:57+00:00,3.9
-45.9403416667,-60.4505216667,248.8999938965,2019-03-08 15:19:10+00:00,3.2000000477
-46.063875,-60.5297233333,100.9000015259,2019-03-08 17:35:22+00:00,4.5999999046
-46.1270133333,-60.47048,6.1,2019-03-08 19:55:33+00:00,4.6
-45.9897333333,-60.4358666667,86.4,2019-03-08 22:10:09+00:00,4.4
-45.9692,-60.4540533333,172.4,2019-03-09 02:10:37+00:00,0.7
-45.9656,-60.39568,67.0,2019-03-09 05:35:58+00:00,4.4
-45.9777583333,-60.3907366667,48.2999992371,2019-03-09 09:24:19+00:00,1.6000000238
-45.9981866667,-60.4184266667,151.1,2019-03-09 14:00:41+00:00,2.5
-45.78848,-60.4396533333,263.6,2019-03-09 16:56:34+00:00,4.1
-46.1510533333,-60.440605,275.8999938965,2019-03-09 20:01:13+00:00,3.0999999046
-46.397505,-60.408445,308.6000061035,2019-03-09 22:20:00+00:00,3.4000000954
-46.1685333333,-60.4354666667,111.0,2019-03-10 00:50:34+00:00,3.2
-46.1399466667,-60.4246933333,275.8,2019-03-10 03:21:27+00:00,5.0
-46.3036166667,-60.39501,96.0999984741,2019-03-10 05:24:20+00:00,3.7999999523
-46.2947733333,-60.3896266667,326.4,2019-03-10 08:23:47+00:00,3.9
-46.2939466667,-60.3880266667,213.1,2019-03-10 11:26:04+00:00,1.9
-46.2839916667,-60.4005316667,312.8999938965,2019-03-10 14:43:20+00:00,1.1000000238
-46.4135683333,-60.3340266667,337.5,2019-03-10 20:14:01+00:00,1.0
-46.44792,-60.2482933333,343.3,2019-03-11 01:26:08+00:00,2.5
-46.5270683333,-60.3970616667,189.5,2019-03-11 03:27:03+00:00,9.1000003815
-46.253165,-60.6789883333,117.0,2019-03-11 05:49:00+00:00,9.1000003815
-45.5108533333,-60.6585333333,37.2,2019-03-11 11:45:30+00:00,0.0
-45.5288533333,-60.6539466667,268.2,2019-03-11 13:34:00+00:00,1.0
-45.40424,-60.7545066667,170.4,2019-03-11 16:03:10+00:00,5.7
-45.0073333333,-60.8248533333,88.9,2019-03-11 17:35:06+00:00,9.1
-45.15296,-60.5553066667,269.6,2019-03-11 19:49:10+00:00,8.9
-45.39792,-60.5330666667,281.5,2019-03-11 20:58:01+00:00,8.8
-45.42392,-60.5346666667,209.4,2019-03-12 03:08:06+00:00,0.1
-45.48768,-60.4982666667,329.8,2019-03-12 08:43:35+00:00,4.5
-45.5864533333,-60.5095466667,159.7,2019-03-12 13:23:13+00:00,0.2
-45.58656,-60.5095466667,265.3,2019-03-12 18:29:44+00:00,0.8
-45.5623283333,-60.43217,270.3999938965,2019-03-12 20:31:08+00:00,7.5999999046
-45.61488,-60.4073866667,231.4,2019-03-12 22:31:07+00:00,1.5
-45.6782666667,-60.4113866667,277.5,2019-03-13 02:40:19+00:00,1.9
-45.88574,-60.4087433333,354.299987793,2019-03-13 07:29:52+00:00,2.0999999046
-46.0405866667,-60.4019466667,265.5,2019-03-13 12:36:09+00:00,1.9
-46.1250933333,-60.3895733333,271.4,2019-03-13 17:23:10+00:00,1.5
-46.0525866667,-60.37392,269.8,2019-03-13 23:05:05+00:00,1.9
-46.2188266667,-60.3412533333,120.0,2019-03-14 03:06:31+00:00,0.6
-46.1528533333,-60.3810133333,293.7,2019-03-14 08:52:11+00:00,1.8
-46.34624,-60.4028266667,234.2,2019-03-14 12:50:12+00:00,1.5
-46.46416,-60.4067466667,277.8,2019-03-14 18:24:16+00:00,1.7
-46.3782133333,-60.41592,274.9,2019-03-14 23:05:05+00:00,1.3
-46.550025,-60.3778916667,337.700012207,2019-03-15 04:10:22+00:00,1.2000000477
-46.6655166667,-60.3430466667,95.5999984741,2019-03-15 09:23:10+00:00,0.8000000119
-46.6532,-60.34728,237.1,2019-03-15 14:09:29+00:00,0.8
-46.8434666667,-60.3733866667,237.1,2019-03-15 19:11:33+00:00,0.9
-46.3825866667,-60.6308266667,130.6,2019-03-15 22:22:42+00:00,9.4
-45.57696,-60.7958183333,55.2999992371,2019-03-16 01:04:11+00:00,9.6000003815
-45.54128,-60.7044533333,37.5,2019-03-16 03:52:47+00:00,0.3
-45.5413333333,-60.7045066667,38.5,2019-03-16 08:33:09+00:00,0.1
-45.5413866667,-60.7046133333,182.1,2019-03-16 11:38:31+00:00,1.0
-45.54136,-60.7045333333,226.7,2019-03-16 14:36:29+00:00,0.7
-45.58,-60.68168,24.5,2019-03-16 20:03:26+00:00,2.8
-45.5474666667,-60.7159466667,216.0,2019-03-17 02:54:09+00:00,0.3
-45.7235733333,-60.7804266667,304.5,2019-03-17 05:10:13+00:00,8.7
-46.089955,-60.5335016667,358.1000061035,2019-03-17 07:45:02+00:00,6.9000000954
-46.0702133333,-60.48136,163.3,2019-03-17 09:53:03+00:00,3.6
-46.0651466667,-60.50008,174.1,2019-03-17 14:41:40+00:00,1.3
-46.0562933333,-60.4684,15.9,2019-03-17 19:36:35+00:00,1.8
-46.109025,-60.4739266667,163.9,2019-03-18 00:48:20+00:00,1.7
-46.1228266667,-60.51376,152.9,2019-03-18 07:32:42+00:00,1.0
-46.0731733333,-60.50512,193.1,2019-03-18 13:10:01+00:00,1.7
-46.10368,-60.4694933333,211.9,2019-03-18 19:04:55+00:00,1.2
-46.16017,-60.3652016667,236.8,2019-03-18 23:19:30+00:00,1.6
-46.1637716667,-60.380375,69.5,2019-03-19 05:04:30+00:00,1.0
-46.2342133333,-60.3992533333,270.8,2019-03-19 10:38:09+00:00,1.8
-46.3839333333,-60.4056966667,122.5999984741,2019-03-19 16:29:01+00:00,1.3999999762
-46.2445333333,-60.4094933333,112.9,2019-03-19 21:55:06+00:00,1.1
-46.36888,-60.4061866667,274.7,2019-03-20 02:55:25+00:00,1.8
-46.3733366667,-60.4008633333,100.0,2019-03-20 07:51:11+00:00,1.2
-46.58296,-60.3933066667,260.0,2019-03-20 12:45:19+00:00,1.9
-46.447525,-60.3931166667,118.4000015259,2019-03-20 20:22:22+00:00,1.3999999762
-46.3406666667,-60.3925866667,46.7,2019-03-21 02:41:19+00:00,0.6
-46.4053866667,-60.3911466667,72.5,2019-03-21 08:21:28+00:00,1.4
-46.4746133333,-60.4068,296.1,2019-03-21 12:47:41+00:00,2.3
-46.3811233333,-60.4127216667,79.0999984741,2019-03-21 19:06:01+00:00,1.2999999523
-46.3738666667,-60.3849333333,122.7,2019-03-22 01:11:08+00:00,1.0
-46.4909633333,-60.3436183333,1.1000000238,2019-03-22 07:01:22+00:00,1.5
-46.3941333333,-60.3446133333,103.4,2019-03-22 12:13:10+00:00,0.8
-46.33416,-60.4112266667,228.8,2019-03-22 18:43:01+00:00,1.5
-46.54304,-60.3971466667,201.2,2019-03-22 23:54:39+00:00,1.5
-46.59664,-60.4279466667,289.6,2019-03-23 04:13:08+00:00,1.7
-46.5919766667,-60.3987783333,26.0,2019-03-23 10:58:12+00:00,1.1000000238
-46.5775383333,-60.3533116667,315.8999938965,2019-03-23 16:37:21+00:00,1.2999999523
-46.47766,-60.39142,104.5999984741,2019-03-23 22:41:21+00:00,1.2000000477
-46.4865333333,-60.3604,158.3,2019-03-24 03:48:31+00:00,0.9
-46.4870783333,-60.41158,155.6999969482,2019-03-24 09:50:41+00:00,1.1000000238
-46.3339733333,-60.4355466667,78.0,2019-03-24 15:40:01+00:00,0.9
-46.3312266667,-60.4444233333,285.200012207,2019-03-24 20:46:21+00:00,1.2999999523
-46.4839466667,-60.3600533333,343.7,2019-03-25 01:08:54+00:00,2.1
-46.6628266667,-60.2194133333,331.1,2019-03-25 07:16:44+00:00,1.4
-46.6465166667,-60.13007,157.0,2019-03-25 12:16:20+00:00,11.5
-46.52568,-60.4658133333,172.3,2019-03-25 14:06:18+00:00,11.9
