type,start,end,voyage,latitude,longitude,portVisitId,portVisitName,portVisitFlag,encounteredVesselId,encounteredVesselName,encounteredVesselFlag
fishing,2020-12-27T11:27:00.000Z,2020-12-27T16:04:07.000Z,1,-60.5742,-45.3107,,,,,,
fishing,2020-12-27T05:20:13.000Z,2020-12-27T08:44:24.000Z,1,-60.2991,-45.6692,,,,,,
fishing,2020-12-11T21:40:16.000Z,2020-12-27T04:20:02.000Z,1,-60.3688,-45.9974,,,,,,
fishing,2020-12-11T17:30:09.000Z,2020-12-11T18:44:16.000Z,1,-60.4116,-46.0101,,,,,,
fishing,2020-12-11T10:53:06.000Z,2020-12-11T11:18:12.000Z,1,-60.4452,-45.1212,,,,,,
fishing,2020-12-10T20:36:00.000Z,2020-12-11T04:00:08.000Z,1,-59.1876,-43.4889,,,,,,
fishing,2020-12-10T12:05:42.000Z,2020-12-10T12:54:04.000Z,1,-59.2281,-43.4665,,,,,,
fishing,2020-12-09T20:38:04.000Z,2020-12-10T08:38:03.000Z,1,-59.2962,-43.4995,,,,,,
fishing,2020-12-08T20:04:03.000Z,2020-12-09T15:20:15.000Z,1,-59.2711,-43.5585,,,,,,
fishing,2020-12-08T18:04:05.000Z,2020-12-08T18:46:06.000Z,1,-59.2658,-43.6499,,,,,,
fishing,2020-12-08T15:45:04.000Z,2020-12-08T16:25:02.000Z,1,-59.2267,-43.6306,,,,,,
fishing,2020-12-07T20:11:22.000Z,2020-12-08T14:38:06.000Z,1,-59.2837,-43.7808,,,,,,
fishing,2020-12-07T12:25:15.000Z,2020-12-07T15:04:07.000Z,1,-59.2768,-43.7446,,,,,,
fishing,2020-12-03T16:04:20.000Z,2020-12-07T11:42:02.000Z,1,-59.4849,-44.4351,,,,,,
fishing,2020-12-02T19:44:25.000Z,2020-12-03T15:17:18.000Z,1,-59.6987,-44.7884,,,,,,
fishing,2020-12-02T09:32:36.000Z,2020-12-02T13:26:00.000Z,1,-59.7041,-44.868,,,,,,
fishing,2020-12-02T06:42:50.000Z,2020-12-02T09:10:00.000Z,1,-59.7289,-44.8943,,,,,,
fishing,2020-11-30T02:06:03.000Z,2020-12-01T19:09:04.000Z,1,-60.3452,-46.1577,,,,,,
fishing,2020-11-21T18:13:04.000Z,2020-11-28T09:46:29.000Z,1,-59.5788,-45.3604,,,,,,
fishing,2020-11-21T16:09:01.000Z,2020-11-21T18:01:34.000Z,1,-59.385,-45.716,,,,,,
fishing,2020-11-21T15:18:13.000Z,2020-11-21T15:40:19.000Z,1,-59.3838,-45.7396,,,,,,
fishing,2020-11-21T10:58:02.000Z,2020-11-21T14:16:04.000Z,1,-59.3769,-45.8636,,,,,,
fishing,2020-11-21T08:53:56.000Z,2020-11-21T09:27:05.000Z,1,-59.411,-45.8025,,,,,,
fishing,2020-11-21T02:23:13.000Z,2020-11-21T07:35:36.000Z,1,-59.4292,-45.8682,,,,,,
fishing,2020-11-21T01:23:12.000Z,2020-11-21T01:55:03.000Z,1,-59.4368,-45.8591,,,,,,
fishing,2020-11-20T21:38:02.000Z,2020-11-21T01:07:02.000Z,1,-59.4126,-45.8412,,,,,,
fishing,2020-11-20T19:51:10.000Z,2020-11-20T21:28:00.000Z,1,-59.4102,-45.8167,,,,,,
fishing,2020-11-20T18:15:00.000Z,2020-11-20T19:41:04.000Z,1,-59.4438,-45.9113,,,,,,
fishing,2020-11-20T17:17:03.000Z,2020-11-20T17:48:10.000Z,1,-59.3879,-45.9388,,,,,,
fishing,2020-11-20T02:21:02.000Z,2020-11-20T07:00:13.000Z,1,-59.3915,-45.9548,,,,,,
fishing,2020-11-14T21:05:06.000Z,2020-11-14T22:16:04.000Z,1,-41.3993,-52.1983,,,,,,
fishing,2020-11-13T20:35:38.000Z,2020-11-14T05:38:18.000Z,1,-38.477,-52.693,,,,,,
fishing,2020-11-13T04:13:47.000Z,2020-11-13T09:48:20.000Z,1,-37.9108,-52.1879,,,,,,
fishing,2020-11-12T10:00:11.000Z,2020-11-12T14:49:33.000Z,1,-35.8812,-54.8009,,,,,,
fishing,2020-09-30T18:15:30.000Z,2020-09-30T21:10:29.000Z,1,-35.5356,-55.0651,,,,,,
fishing,2020-09-30T13:29:22.000Z,2020-09-30T18:02:55.000Z,1,-35.678,-54.8554,,,,,,
fishing,2020-09-30T04:56:38.000Z,2020-09-30T10:08:05.000Z,1,-36.5023,-53.9129,,,,,,
fishing,2020-09-29T21:35:08.000Z,2020-09-29T22:47:28.000Z,1,-37.1045,-53.4479,,,,,,
fishing,2020-09-27T22:58:09.000Z,2020-09-27T23:38:29.000Z,1,-43.2989,-47.4896,,,,,,
fishing,2020-09-27T19:39:55.000Z,2020-09-27T21:04:08.000Z,1,-43.5864,-47.2105,,,,,,
fishing,2020-09-26T23:09:32.000Z,2020-09-27T00:16:05.000Z,1,-46.8757,-43.7985,,,,,,
fishing,2020-09-26T06:46:11.000Z,2020-09-26T08:27:15.000Z,1,-49.4092,-41.0896,,,,,,
fishing,2020-09-07T08:00:13.000Z,2020-09-24T15:32:02.000Z,1,-53.8107,-35.9197,,,,,,
fishing,2020-09-06T03:10:40.000Z,2020-09-06T17:38:00.000Z,1,-54.2382,-36.5765,,,,,,
fishing,2020-09-06T01:02:07.000Z,2020-09-06T01:29:07.000Z,1,-54.2287,-36.5777,,,,,,
fishing,2020-09-04T21:15:58.000Z,2020-09-05T22:46:18.000Z,1,-54.2405,-36.5862,,,,,,
fishing,2020-09-03T19:12:02.000Z,2020-09-04T20:09:17.000Z,1,-54.1386,-36.5016,,,,,,
fishing,2020-09-03T03:04:27.000Z,2020-09-03T19:01:01.000Z,1,-54.144,-36.4363,,,,,,
fishing,2020-09-02T20:28:57.000Z,2020-09-03T02:48:40.000Z,1,-54.2273,-36.2309,,,,,,
fishing,2020-09-02T17:36:11.000Z,2020-09-02T19:54:11.000Z,1,-54.1521,-36.5151,,,,,,
fishing,2020-09-01T21:52:01.000Z,2020-09-02T17:08:16.000Z,1,-54.2264,-36.5432,,,,,,
fishing,2020-09-01T14:03:31.000Z,2020-09-01T21:06:40.000Z,1,-54.2487,-36.4526,,,,,,
fishing,2020-08-30T21:03:33.000Z,2020-08-30T21:59:39.000Z,1,-53.811,-36.1567,,,,,,
fishing,2020-08-30T16:54:37.000Z,2020-08-30T17:16:00.000Z,1,-54.0642,-35.4036,,,,,,
fishing,2020-08-30T15:05:00.000Z,2020-08-30T16:17:01.000Z,1,-54.1738,-35.468,,,,,,
fishing,2020-08-30T04:17:59.000Z,2020-08-30T11:48:01.000Z,1,-54.2645,-36.4439,,,,,,
fishing,2020-08-29T05:57:09.000Z,2020-08-29T11:03:30.000Z,1,-54.2525,-36.4713,,,,,,
fishing,2020-08-28T23:00:17.000Z,2020-08-29T05:26:07.000Z,1,-54.218,-36.532,,,,,,
fishing,2020-08-28T20:34:28.000Z,2020-08-28T22:32:12.000Z,1,-54.2765,-36.4395,,,,,,
fishing,2020-08-27T11:41:21.000Z,2020-08-27T13:41:09.000Z,1,-54.2697,-36.431,,,,,,
fishing,2020-08-24T12:16:08.000Z,2020-08-27T09:57:01.000Z,1,-53.6141,-36.1159,,,,,,
fishing,2020-08-13T12:13:52.000Z,2020-08-24T11:51:57.000Z,1,-53.9045,-35.7212,,,,,,
fishing,2020-08-12T18:30:05.000Z,2020-08-12T19:51:06.000Z,1,-54.3145,-36.4084,,,,,,
fishing,2020-08-12T11:29:13.000Z,2020-08-12T16:42:34.000Z,1,-54.2894,-36.4253,,,,,,
fishing,2020-08-12T04:14:27.000Z,2020-08-12T10:04:21.000Z,1,-54.243,-36.5817,,,,,,
fishing,2020-08-04T02:55:33.000Z,2020-08-11T16:35:16.000Z,1,-53.9756,-35.6234,,,,,,
fishing,2020-08-04T01:40:35.000Z,2020-08-04T02:25:00.000Z,1,-54.0125,-35.7215,,,,,,
fishing,2020-08-04T00:30:02.000Z,2020-08-04T01:22:57.000Z,1,-54.0712,-35.6059,,,,,,
fishing,2020-08-03T22:01:36.000Z,2020-08-04T00:11:53.000Z,1,-54.1491,-35.78,,,,,,
fishing,2020-08-03T12:31:18.000Z,2020-08-03T15:52:04.000Z,1,-54.2913,-36.4332,,,,,,
fishing,2020-08-03T03:02:21.000Z,2020-08-03T11:18:04.000Z,1,-54.2067,-36.5112,,,,,,
fishing,2020-08-02T17:31:47.000Z,2020-08-03T02:35:04.000Z,1,-54.2323,-36.4786,,,,,,
fishing,2020-08-02T01:57:54.000Z,2020-08-02T17:14:02.000Z,1,-54.3082,-36.413,,,,,,
fishing,2020-08-01T17:53:43.000Z,2020-08-01T20:28:06.000Z,1,-54.3363,-36.3902,,,,,,
fishing,2020-08-01T16:58:07.000Z,2020-08-01T17:23:01.000Z,1,-54.3124,-36.4211,,,,,,
fishing,2020-08-01T13:05:02.000Z,2020-08-01T16:44:04.000Z,1,-54.2911,-36.4619,,,,,,
fishing,2020-08-01T02:31:47.000Z,2020-08-01T12:18:12.000Z,1,-54.2407,-36.5775,,,,,,
fishing,2020-07-31T02:16:45.000Z,2020-07-31T23:42:08.000Z,1,-54.2363,-36.579,,,,,,
fishing,2020-07-30T23:10:27.000Z,2020-07-31T02:00:54.000Z,1,-54.221,-36.5134,,,,,,
fishing,2020-07-30T01:38:56.000Z,2020-07-30T19:01:04.000Z,1,-54.2561,-36.4706,,,,,,
fishing,2020-07-29T21:34:37.000Z,2020-07-30T00:23:08.000Z,1,-54.2869,-36.4498,,,,,,
fishing,2020-07-29T14:41:07.000Z,2020-07-29T15:06:04.000Z,1,-53.9685,-35.6386,,,,,,
fishing,2020-07-29T11:14:39.000Z,2020-07-29T12:36:17.000Z,1,-54.1254,-36.2038,,,,,,
fishing,2020-07-28T16:30:19.000Z,2020-07-28T19:58:07.000Z,1,-54.2224,-36.5742,,,,,,
fishing,2020-07-27T23:45:58.000Z,2020-07-28T15:44:29.000Z,1,-54.2166,-36.5386,,,,,,
fishing,2020-07-27T18:53:27.000Z,2020-07-27T22:32:06.000Z,1,-54.2131,-36.5333,,,,,,
fishing,2020-07-27T18:21:01.000Z,2020-07-27T18:41:06.000Z,1,-54.2232,-36.4765,,,,,,
fishing,2020-07-22T15:24:38.000Z,2020-07-27T15:08:04.000Z,1,-54.1258,-35.6796,,,,,,
fishing,2020-07-20T16:13:18.000Z,2020-07-22T14:54:06.000Z,1,-54.1854,-35.7315,,,,,,
fishing,2020-07-19T19:02:07.000Z,2020-07-20T00:11:40.000Z,1,-54.3016,-36.4458,,,,,,
fishing,2020-07-19T10:49:00.000Z,2020-07-19T18:46:08.000Z,1,-54.2964,-36.4394,,,,,,
fishing,2020-07-14T17:17:08.000Z,2020-07-19T09:54:09.000Z,1,-54.0534,-35.9924,,,,,,
fishing,2020-07-14T07:28:27.000Z,2020-07-14T07:52:18.000Z,1,-54.5453,-35.2591,,,,,,
fishing,2020-07-13T20:50:37.000Z,2020-07-13T22:12:29.000Z,1,-54.9462,-36.0309,,,,,,
fishing,2020-07-13T16:07:26.000Z,2020-07-13T17:46:06.000Z,1,-54.7596,-36.5366,,,,,,
fishing,2020-07-12T07:09:08.000Z,2020-07-13T15:32:12.000Z,1,-54.7061,-36.5513,,,,,,
fishing,2020-07-07T15:26:09.000Z,2020-07-11T20:02:22.000Z,1,-53.8539,-36.1047,,,,,,
fishing,2020-06-27T11:38:08.000Z,2020-07-07T15:08:08.000Z,1,-53.8354,-36.2461,,,,,,
fishing,2020-06-27T03:36:06.000Z,2020-06-27T08:36:17.000Z,1,-53.9889,-36.279,,,,,,
fishing,2020-06-16T01:47:31.000Z,2020-06-26T07:17:11.000Z,1,-54.0771,-35.776,,,,,,
fishing,2020-06-15T21:27:01.000Z,2020-06-16T01:29:21.000Z,1,-54.1279,-35.6894,,,,,,
fishing,2020-06-15T01:21:21.000Z,2020-06-15T17:12:10.000Z,1,-54.0125,-36.8509,,,,,,
fishing,2020-06-14T19:10:08.000Z,2020-06-14T23:21:04.000Z,1,-54.0354,-36.8151,,,,,,
fishing,2020-06-06T20:24:39.000Z,2020-06-14T13:36:37.000Z,1,-54.2395,-35.6054,,,,,,
fishing,2020-06-04T06:56:11.000Z,2020-06-04T07:31:51.000Z,1,-53.9302,-35.9778,,,,,,
fishing,2020-06-01T18:25:04.000Z,2020-06-01T19:48:12.000Z,1,-59.7857,-46.536,,,,,,
fishing,2020-06-01T12:25:01.000Z,2020-06-01T17:54:06.000Z,1,-59.8977,-46.741,,,,,,
fishing,2020-05-31T16:26:02.000Z,2020-05-31T17:09:54.000Z,1,-60.4763,-53.9298,,,,,,
fishing,2020-05-17T03:34:49.000Z,2020-05-30T23:40:01.000Z,1,-63.0121,-57.919,,,,,,
fishing,2020-05-15T10:26:17.000Z,2020-05-16T13:05:33.000Z,1,-62.4794,-59.7262,,,,,,
fishing,2020-05-15T06:37:10.000Z,2020-05-15T08:50:17.000Z,1,-62.481,-59.7273,,,,,,
fishing,2020-05-13T12:05:28.000Z,2020-05-13T13:00:00.000Z,1,-62.4726,-59.7029,,,,,,
fishing,2020-05-13T06:12:13.000Z,2020-05-13T10:52:04.000Z,1,-62.53,-59.4152,,,,,,
fishing,2020-05-13T00:54:21.000Z,2020-05-13T05:28:05.000Z,1,-62.6866,-59.7451,,,,,,
fishing,2020-05-12T20:59:00.000Z,2020-05-12T23:38:23.000Z,1,-62.7996,-59.3517,,,,,,
fishing,2020-05-02T15:37:00.000Z,2020-05-12T19:41:04.000Z,1,-63.0141,-58.756,,,,,,
fishing,2020-05-01T18:17:29.000Z,2020-05-02T05:28:12.000Z,1,-62.9187,-60.4577,,,,,,
fishing,2020-04-30T20:44:00.000Z,2020-05-01T17:59:00.000Z,1,-62.9292,-60.4674,,,,,,
fishing,2020-04-28T17:04:01.000Z,2020-04-30T18:39:02.000Z,1,-63.2161,-59.4969,,,,,,
fishing,2020-04-28T08:43:33.000Z,2020-04-28T11:39:24.000Z,1,-62.9327,-60.4714,,,,,,
fishing,2020-04-26T05:31:08.000Z,2020-04-26T12:26:06.000Z,1,-62.9183,-60.4219,,,,,,
fishing,2020-04-26T04:08:49.000Z,2020-04-26T05:04:08.000Z,1,-62.9629,-60.4431,,,,,,
fishing,2020-04-25T22:10:55.000Z,2020-04-26T00:04:15.000Z,1,-63.2511,-59.5992,,,,,,
fishing,2020-01-11T03:25:05.000Z,2020-01-11T04:13:00.000Z,1,-60.4337,-45.7235,,,,,,
fishing,2020-01-10T19:02:01.000Z,2020-01-11T03:07:29.000Z,1,-60.443,-45.6234,,,,,,
fishing,2019-10-16T20:29:37.000Z,2019-10-16T21:13:27.000Z,1,-35.0405,-56.0568,,,,,,
fishing,2019-10-10T16:06:34.000Z,2019-10-12T08:50:33.000Z,1,-35.0466,-56.0481,,,,,,
fishing,2019-10-06T12:49:15.000Z,2019-10-06T15:12:03.000Z,1,-37.1413,-50.7875,,,,,,
fishing,2019-10-05T21:18:03.000Z,2019-10-06T09:41:04.000Z,1,-36.9064,-50.6524,,,,,,
fishing,2019-10-04T05:01:49.000Z,2019-10-04T06:52:54.000Z,1,-35.0442,-56.0562,,,,,,
fishing,2019-10-03T12:01:12.000Z,2019-10-03T12:21:15.000Z,1,-35.0408,-56.0277,,,,,,
fishing,2019-10-03T03:46:07.000Z,2019-10-03T06:20:09.000Z,1,-35.4873,-55.2897,,,,,,
fishing,2019-10-02T22:15:30.000Z,2019-10-02T23:01:08.000Z,1,-35.7599,-55.1194,,,,,,
fishing,2019-10-02T18:53:07.000Z,2019-10-02T21:16:56.000Z,1,-35.6696,-55.157,,,,,,
fishing,2019-10-02T11:33:54.000Z,2019-10-02T16:08:21.000Z,1,-35.5543,-55.1704,,,,,,
fishing,2019-10-02T05:31:06.000Z,2019-10-02T08:31:27.000Z,1,-35.7388,-55.0769,,,,,,
fishing,2019-09-23T20:42:04.000Z,2019-09-23T23:30:01.000Z,1,-54.0955,-36.3064,,,,,,
fishing,2019-09-01T02:21:01.000Z,2019-09-23T18:45:52.000Z,1,-53.7769,-36.1145,,,,,,
fishing,2019-08-31T19:21:01.000Z,2019-08-31T21:04:10.000Z,1,-54.2332,-36.4319,,,,,,
fishing,2019-08-31T06:19:43.000Z,2019-08-31T09:52:43.000Z,1,-54.3053,-36.4362,,,,,,
fishing,2019-08-29T20:16:40.000Z,2019-08-30T13:19:40.000Z,1,-54.2976,-36.4254,,,,,,
fishing,2019-08-29T13:30:25.000Z,2019-08-29T14:17:02.000Z,1,-54.2909,-36.4597,,,,,,
fishing,2019-08-28T09:49:04.000Z,2019-08-29T05:42:13.000Z,1,-54.619,-35.8217,,,,,,
fishing,2019-08-28T07:22:15.000Z,2019-08-28T09:20:13.000Z,1,-54.6068,-35.7368,,,,,,
fishing,2019-08-28T04:34:53.000Z,2019-08-28T05:56:55.000Z,1,-54.4424,-35.7285,,,,,,
fishing,2019-08-24T15:11:22.000Z,2019-08-28T00:04:03.000Z,1,-53.9624,-35.898,,,,,,
fishing,2019-08-23T03:53:23.000Z,2019-08-24T14:53:34.000Z,1,-53.9413,-35.8899,,,,,,
fishing,2019-08-23T02:52:55.000Z,2019-08-23T03:41:36.000Z,1,-53.9294,-35.7732,,,,,,
fishing,2019-08-20T14:10:02.000Z,2019-08-22T23:27:36.000Z,1,-53.9573,-35.8653,,,,,,
fishing,2019-08-20T00:13:01.000Z,2019-08-20T12:30:26.000Z,1,-54.1258,-36.0379,,,,,,
fishing,2019-08-19T23:01:09.000Z,2019-08-19T23:53:07.000Z,1,-53.9068,-35.7793,,,,,,
fishing,2019-08-17T03:57:10.000Z,2019-08-19T21:47:39.000Z,1,-53.9321,-35.6915,,,,,,
fishing,2019-08-17T02:34:07.000Z,2019-08-17T03:31:39.000Z,1,-54.0066,-35.6764,,,,,,
fishing,2019-08-17T00:57:16.000Z,2019-08-17T02:18:20.000Z,1,-53.9287,-35.6951,,,,,,
fishing,2019-08-16T23:35:02.000Z,2019-08-17T00:29:03.000Z,1,-53.8648,-35.7835,,,,,,
fishing,2019-08-10T00:23:38.000Z,2019-08-15T12:52:13.000Z,1,-53.9451,-35.7064,,,,,,
fishing,2019-08-09T22:54:02.000Z,2019-08-09T23:14:36.000Z,1,-53.9797,-35.6348,,,,,,
fishing,2019-08-09T03:19:15.000Z,2019-08-09T14:21:10.000Z,1,-54.6204,-35.7936,,,,,,
fishing,2019-08-09T01:53:07.000Z,2019-08-09T02:35:02.000Z,1,-54.6425,-35.7605,,,,,,
fishing,2019-08-07T06:41:23.000Z,2019-08-08T22:36:21.000Z,1,-54.6251,-35.8003,,,,,,
fishing,2019-07-30T05:33:21.000Z,2019-08-06T19:37:14.000Z,1,-53.9292,-35.7643,,,,,,
fishing,2019-07-30T03:34:15.000Z,2019-07-30T04:03:05.000Z,1,-54.1412,-35.6119,,,,,,
fishing,2019-07-30T01:04:00.000Z,2019-07-30T01:27:01.000Z,1,-54.0063,-35.5641,,,,,,
fishing,2019-07-29T20:03:13.000Z,2019-07-29T21:47:14.000Z,1,-53.8164,-36.1898,,,,,,
fishing,2019-07-29T19:04:00.000Z,2019-07-29T19:46:07.000Z,1,-53.8067,-36.2489,,,,,,
fishing,2019-07-29T14:16:15.000Z,2019-07-29T17:19:06.000Z,1,-54.1044,-36.3984,,,,,,
fishing,2019-07-29T09:38:30.000Z,2019-07-29T13:16:14.000Z,1,-54.2757,-36.441,,,,,,
fishing,2019-07-28T13:20:57.000Z,2019-07-28T15:15:03.000Z,1,-54.2698,-36.4505,,,,,,
fishing,2019-07-27T19:54:51.000Z,2019-07-27T22:40:06.000Z,1,-54.2722,-36.4475,,,,,,
fishing,2019-07-23T08:19:40.000Z,2019-07-27T17:23:02.000Z,1,-53.9484,-35.7646,,,,,,
fishing,2019-07-22T17:17:01.000Z,2019-07-23T02:50:19.000Z,1,-54.0588,-36.2751,,,,,,
fishing,2019-07-21T16:59:46.000Z,2019-07-22T16:40:24.000Z,1,-54.2745,-36.4462,,,,,,
fishing,2019-07-20T19:02:10.000Z,2019-07-21T16:41:48.000Z,1,-54.2897,-36.4396,,,,,,
fishing,2019-07-20T16:11:08.000Z,2019-07-20T17:26:31.000Z,1,-54.2575,-36.4431,,,,,,
fishing,2019-07-20T09:43:10.000Z,2019-07-20T10:05:12.000Z,1,-54.3567,-35.442,,,,,,
fishing,2019-07-20T08:54:01.000Z,2019-07-20T09:31:01.000Z,1,-54.3824,-35.3903,,,,,,
fishing,2019-07-20T03:12:03.000Z,2019-07-20T05:46:02.000Z,1,-54.676,-35.6892,,,,,,
fishing,2019-07-19T11:59:03.000Z,2019-07-20T02:33:01.000Z,1,-54.7262,-35.6377,,,,,,
fishing,2019-07-19T09:19:13.000Z,2019-07-19T09:59:08.000Z,1,-54.6101,-35.7112,,,,,,
fishing,2019-07-18T03:44:01.000Z,2019-07-19T02:41:01.000Z,1,-54.0054,-35.7317,,,,,,
fishing,2019-07-13T02:03:49.000Z,2019-07-17T22:09:02.000Z,1,-54.0009,-35.8501,,,,,,
fishing,2019-07-12T02:49:13.000Z,2019-07-12T09:59:00.000Z,1,-54.1797,-36.3792,,,,,,
fishing,2019-07-11T22:22:01.000Z,2019-07-11T22:49:05.000Z,1,-54.1751,-36.2505,,,,,,
fishing,2019-07-11T19:00:00.000Z,2019-07-11T21:19:09.000Z,1,-54.1846,-36.2891,,,,,,
fishing,2019-07-07T12:33:37.000Z,2019-07-07T13:11:17.000Z,1,-49.7484,-48.32,,,,,,
fishing,2019-07-07T10:49:05.000Z,2019-07-07T12:19:26.000Z,1,-49.7546,-48.3464,,,,,,
fishing,2019-07-04T00:11:16.000Z,2019-07-04T01:01:49.000Z,1,-47.804,-23.2452,,,,,,
fishing,2019-06-29T08:12:12.000Z,2019-06-29T08:36:10.000Z,1,-39.4084,4.304,,,,,,
fishing,2019-06-28T02:57:08.000Z,2019-06-28T06:36:02.000Z,1,-37.1656,10.1779,,,,,,
fishing,2019-06-27T22:53:58.000Z,2019-06-28T01:13:28.000Z,1,-36.9444,10.7572,,,,,,
fishing,2019-06-27T13:31:00.000Z,2019-06-27T14:02:17.000Z,1,-36.3627,12.2834,,,,,,
fishing,2019-05-03T13:54:58.000Z,2019-05-03T14:29:48.000Z,1,-38.9649,5.2267,,,,,,
fishing,2019-05-03T09:42:45.000Z,2019-05-03T11:05:03.000Z,1,-39.1988,4.569,,,,,,
fishing,2019-04-24T23:11:07.000Z,2019-04-24T23:44:16.000Z,1,-61.9631,-59.0792,,,,,,
fishing,2019-04-24T19:22:59.000Z,2019-04-24T20:07:09.000Z,1,-62.4485,-59.3204,,,,,,
fishing,2019-04-24T00:20:15.000Z,2019-04-24T02:16:24.000Z,1,-62.6897,-58.7241,,,,,,
fishing,2019-04-21T19:08:34.000Z,2019-04-22T10:58:00.000Z,1,-62.4552,-59.6559,,,,,,
fishing,2019-04-20T12:55:13.000Z,2019-04-21T09:25:12.000Z,1,-62.4735,-59.5745,,,,,,
fishing,2019-04-20T03:38:02.000Z,2019-04-20T07:28:53.000Z,1,-62.8385,-58.4879,,,,,,
fishing,2019-04-08T02:55:28.000Z,2019-04-20T02:03:02.000Z,1,-63.0378,-58.496,,,,,,
fishing,2019-04-07T21:38:03.000Z,2019-04-08T02:24:28.000Z,1,-63.0345,-58.2931,,,,,,
fishing,2019-04-07T20:27:03.000Z,2019-04-07T21:05:02.000Z,1,-62.9953,-58.4208,,,,,,
fishing,2019-04-07T17:38:09.000Z,2019-04-07T18:13:32.000Z,1,-62.5146,-58.0379,,,,,,
fishing,2019-04-07T14:14:05.000Z,2019-04-07T14:34:10.000Z,1,-62.2244,-57.4706,,,,,,
fishing,2019-04-07T13:14:09.000Z,2019-04-07T14:02:01.000Z,1,-62.2212,-57.3357,,,,,,
fishing,2019-04-06T20:48:14.000Z,2019-04-07T06:33:41.000Z,1,-61.7544,-55.3935,,,,,,
fishing,2019-04-06T16:47:04.000Z,2019-04-06T18:07:27.000Z,1,-61.5472,-54.2858,,,,,,
fishing,2019-04-03T16:06:40.000Z,2019-04-05T01:18:20.000Z,1,-60.4237,-46.8148,,,,,,
fishing,2019-04-02T01:12:22.000Z,2019-04-02T01:40:02.000Z,1,-60.712,-45.5368,,,,,,
fishing,2019-04-01T22:43:44.000Z,2019-04-02T00:05:21.000Z,1,-60.6728,-45.5884,,,,,,
fishing,2019-04-01T01:51:14.000Z,2019-04-01T03:43:28.000Z,1,-60.5677,-45.3058,,,,,,
fishing,2019-04-01T00:18:01.000Z,2019-04-01T00:51:10.000Z,1,-60.513,-45.1368,,,,,,
fishing,2019-03-27T03:08:01.000Z,2019-03-31T20:04:18.000Z,1,-60.4219,-45.9597,,,,,,
fishing,2019-03-24T15:15:42.000Z,2019-03-25T12:11:04.000Z,1,-60.3492,-46.4534,,,,,,
fishing,2019-03-17T11:17:07.000Z,2019-03-24T14:51:17.000Z,1,-60.407,-46.3477,,,,,,
fishing,2019-03-17T09:19:02.000Z,2019-03-17T11:05:00.000Z,1,-60.4691,-46.0768,,,,,,
fishing,2019-03-14T15:53:53.000Z,2019-03-15T20:02:46.000Z,1,-60.3813,-46.5628,,,,,,
fishing,2019-03-12T22:01:04.000Z,2019-03-14T15:14:11.000Z,1,-60.3889,-46.028,,,,,,
fishing,2019-03-12T05:07:43.000Z,2019-03-12T12:02:20.000Z,1,-60.5087,-45.5088,,,,,,
fishing,2019-03-11T13:22:20.000Z,2019-03-11T16:02:08.000Z,1,-60.6982,-45.4776,,,,,,
fishing,2019-03-09T06:13:50.000Z,2019-03-11T02:05:51.000Z,1,-60.3888,-46.2038,,,,,,
fishing,2019-03-09T00:35:03.000Z,2019-03-09T05:07:00.000Z,1,-60.4469,-45.9868,,,,,,
fishing,2019-03-08T22:12:08.000Z,2019-03-08T23:42:29.000Z,1,-60.4491,-45.9671,,,,,,
fishing,2019-03-08T19:53:04.000Z,2019-03-08T21:31:15.000Z,1,-60.4178,-46.1167,,,,,,
fishing,2019-03-08T18:00:46.000Z,2019-03-08T19:34:32.000Z,1,-60.5377,-46.0834,,,,,,
fishing,2019-03-08T11:35:32.000Z,2019-03-08T17:35:22.000Z,1,-60.456,-45.8591,,,,,,
fishing,2019-03-07T18:39:29.000Z,2019-03-07T19:45:03.000Z,1,-60.4478,-45.6547,,,,,,
fishing,2019-03-07T14:46:07.000Z,2019-03-07T17:25:20.000Z,1,-60.437,-45.9535,,,,,,
fishing,2019-03-07T12:38:20.000Z,2019-03-07T14:25:55.000Z,1,-60.4522,-46.0315,,,,,,
fishing,2019-03-07T11:45:01.000Z,2019-03-07T12:24:29.000Z,1,-60.4201,-46.0573,,,,,,
fishing,2019-03-07T07:37:38.000Z,2019-03-07T09:52:06.000Z,1,-60.3979,-46.3616,,,,,,
fishing,2019-02-20T19:20:56.000Z,2019-02-20T22:08:29.000Z,1,2.4203,-27.3111,,,,,,
fishing,2019-02-05T09:17:22.000Z,2019-02-05T17:15:18.000Z,1,58.9109,4.9458,,,,,,
fishing,2019-01-13T17:36:13.000Z,2019-01-13T19:48:06.000Z,1,62.6801,6.5003,,,,,,
fishing,2019-01-13T07:21:38.000Z,2019-01-13T14:25:37.000Z,1,62.38,6.2225,,,,,,
fishing,2019-01-12T16:45:47.000Z,2019-01-13T01:50:17.000Z,1,62.4679,5.8435,,,,,,
fishing,2019-01-12T09:27:33.000Z,2019-01-12T10:11:53.000Z,1,62.6283,6.4505,,,,,,
fishing,2019-01-12T05:10:44.000Z,2019-01-12T08:55:04.000Z,1,62.7136,6.5072,,,,,,
fishing,2019-01-12T03:21:40.000Z,2019-01-12T03:49:10.000Z,1,62.7055,6.5237,,,,,,
fishing,2019-01-12T00:28:19.000Z,2019-01-12T03:07:09.000Z,1,62.6802,6.4877,,,,,,
fishing,2019-01-07T00:55:08.000Z,2019-01-07T01:48:08.000Z,1,62.6757,6.5074,,,,,,
